cluster_id,cluster_type,member_count,member_urls,provisional_survivor_candidate,survivor_phase_2_score,survivor_protection_tier,survivor_clicks_3m,survivor_impressions_3m,survivor_internal_authority,query_ownership,backlinks,canonical_state,rationale,survivor_confidence,phase_4_constraint,visible_candidate_queries,google_canonical,last_crawl,evidence_date
OWNER-b73e213383,DECLARED_OWNER_SUPPORT,2,https://echobuddha.com/articles/five-precepts-in-daily-life/ | https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,https://echobuddha.com/articles/five-precepts-in-daily-life/,73,SEO_P1_HIGH,0,107,MEDIUM,VISIBLE_PRIMARY_OWNER:37,CURRENT_GSC_LINKS_CHECKED_NO_USABLE_ROWS; NOT_ZERO_CLAIM,GOOGLE_USER_CANONICAL_AGREE; Submitted and indexed,"Recomputed with query×page ownership, final page windows, URL Inspection canonical/index/crawl evidence, Phase 2 value, internal authority, and current sampled Links evidence; factor gate 6/6.",MEDIUM_CONFIDENCE,DO_NOT_AUTOMERGE; Phase 4 evidence/design review required,five precepts | buddhist 5 precepts | the five precepts | buddha 5 rules | buddhism 5 precepts | buddhist moral precepts | five buddhist precepts | five precepts of buddhism | moral precepts | the 5 precepts,https://echobuddha.com/articles/five-precepts-in-daily-life/,2026-07-14T06:18:18Z,2026-08-21
OWNER-712d1e9ca1,DECLARED_OWNER_SUPPORT,6,https://echobuddha.com/learn/four-noble-truths/ | https://echobuddha.com/learn/buddhist-dictionary/dukkha/ | https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/ | https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/ | https://echobuddha.com/articles/four-noble-truths-explained-simply/ | https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/learn/four-noble-truths/,88,SEO_P2_EMERGING,0,9,MEDIUM,NO_VISIBLE_QUERY_DATA,CURRENT_GSC_LINKS_CHECKED_NO_USABLE_ROWS; NOT_ZERO_CLAIM,GOOGLE_USER_CANONICAL_AGREE; Submitted and indexed,"Recomputed with query×page ownership, final page windows, URL Inspection canonical/index/crawl evidence, Phase 2 value, internal authority, and current sampled Links evidence; factor gate 5/6.",MEDIUM_CONFIDENCE,DO_NOT_AUTOMERGE; Phase 4 evidence/design review required,NO_VISIBLE_QUERY_DATA,https://echobuddha.com/learn/four-noble-truths/,2026-08-09T07:24:17Z,2026-08-21
OWNER-99e4e9a889,DECLARED_OWNER_SUPPORT,4,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/ | https://echobuddha.com/articles/how-to-practice-non-attachment/ | https://echobuddha.com/articles/non-attachment-in-relationships/ | https://echobuddha.com/articles/letting-go-without-giving-up/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,71,SEO_P1_HIGH,0,13,MEDIUM,NO_VISIBLE_QUERY_DATA,CURRENT_GSC_LINKS_CHECKED_NO_USABLE_ROWS; NOT_ZERO_CLAIM,GOOGLE_USER_CANONICAL_AGREE; Submitted and indexed,"Recomputed with query×page ownership, final page windows, URL Inspection canonical/index/crawl evidence, Phase 2 value, internal authority, and current sampled Links evidence; factor gate 5/6.",MEDIUM_CONFIDENCE,DO_NOT_AUTOMERGE; Phase 4 evidence/design review required,NO_VISIBLE_QUERY_DATA,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,2026-08-18T14:51:45Z,2026-08-21
OWNER-a9d28d2428,DECLARED_OWNER_SUPPORT,6,https://echobuddha.com/learn/buddhist-dictionary/metta/ | https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/ | https://echobuddha.com/articles/metta-meditation-script/ | https://echobuddha.com/meditation/loving-kindness-meditation/ | https://echobuddha.com/articles/loving-kindness-meditation-guide/ | https://echobuddha.com/articles/loving-kindness-meditation-beginners/,https://echobuddha.com/learn/buddhist-dictionary/metta/,85,SEO_P1_HIGH,0,10,MEDIUM,VISIBLE_PRIMARY_OWNER:7,CURRENT_GSC_LINKS_CHECKED_NO_USABLE_ROWS; NOT_ZERO_CLAIM,GOOGLE_USER_CANONICAL_AGREE; Submitted and indexed,"Recomputed with query×page ownership, final page windows, URL Inspection canonical/index/crawl evidence, Phase 2 value, internal authority, and current sampled Links evidence; factor gate 6/6.",HIGH_CONFIDENCE,EVALUATION_ONLY; Phase 4 must independently approve intent equivalence and any redirect,buddhism metta | meaning of metta | metta buddhism | metta buddhist | metta in buddhism | metta meaning | with metta meaning,https://echobuddha.com/learn/buddhist-dictionary/metta/,2026-08-05T16:45:03Z,2026-08-21
OWNER-b9475a9f82,DECLARED_OWNER_SUPPORT,5,https://echobuddha.com/articles/right-speech-buddhism/ | https://echobuddha.com/articles/mindful-email-and-texting/ | https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/ | https://echobuddha.com/articles/mindful-listening-in-everyday-life/ | https://echobuddha.com/articles/right-speech-examples/,https://echobuddha.com/articles/right-speech-buddhism/,78,SEO_P0_CRITICAL,3,392,HIGH,VISIBLE_PRIMARY_OWNER:19,CURRENT_GSC_LINKS_CHECKED_NO_USABLE_ROWS; NOT_ZERO_CLAIM,GOOGLE_USER_CANONICAL_AGREE; Submitted and indexed,"Recomputed with query×page ownership, final page windows, URL Inspection canonical/index/crawl evidence, Phase 2 value, internal authority, and current sampled Links evidence; factor gate 6/6.",HIGH_CONFIDENCE,EVALUATION_ONLY; Phase 4 must independently approve intent equivalence and any redirect,right speech | right speech buddhism | buddhism right speech | right speech sutta | what is right speech | buddha right speech | buddhist right speech | is it true is it kind is it necessary buddhism | right speech in buddhism | what is right speech in buddhism,https://echobuddha.com/articles/right-speech-buddhism/,2026-08-23T16:40:39Z,2026-08-21
OWNER-76900f9648,DECLARED_OWNER_SUPPORT,2,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/ | https://echobuddha.com/articles/right-livelihood-modern-life/,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,79,SEO_P2_EMERGING,0,10,MEDIUM,VISIBLE_PRIMARY_OWNER:2,CURRENT_GSC_LINKS_CHECKED_NO_USABLE_ROWS; NOT_ZERO_CLAIM,GOOGLE_USER_CANONICAL_AGREE; Submitted and indexed,"Recomputed with query×page ownership, final page windows, URL Inspection canonical/index/crawl evidence, Phase 2 value, internal authority, and current sampled Links evidence; factor gate 6/6.",HIGH_CONFIDENCE,EVALUATION_ONLY; Phase 4 must independently approve intent equivalence and any redirect,right livelihood in buddhism | what is right livelihood in buddhism,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,2026-08-06T18:20:53Z,2026-08-21
OWNER-aab05fde84,DECLARED_OWNER_SUPPORT,4,https://echobuddha.com/articles/what-is-sangha-buddhist-community/ | https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/ | https://echobuddha.com/learn/buddhist-dictionary/sangha/ | https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,77,SEO_P1_HIGH,0,75,MEDIUM,VISIBLE_PRIMARY_OWNER:28,CURRENT_GSC_LINKS_CHECKED_NO_USABLE_ROWS; NOT_ZERO_CLAIM,GOOGLE_USER_CANONICAL_AGREE; Submitted and indexed,"Recomputed with query×page ownership, final page windows, URL Inspection canonical/index/crawl evidence, Phase 2 value, internal authority, and current sampled Links evidence; factor gate 6/6.",MEDIUM_CONFIDENCE,DO_NOT_AUTOMERGE; Phase 4 evidence/design review required,sangha | sangha meaning | what is sangha in buddhism | what is the sangha | sangha definition | what is sangha | what is sangha buddhism | buddhist sangha | sangha buddhism | sangha in buddhism,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,2026-07-14T06:48:19Z,2026-08-21
OWNER-f6b7398714,DECLARED_OWNER_SUPPORT,2,https://echobuddha.com/meditation/walking-meditation/ | https://echobuddha.com/articles/walking-meditation-step-by-step/,https://echobuddha.com/meditation/walking-meditation/,84,SEO_P2_EMERGING,0,0,MEDIUM,NO_VISIBLE_QUERY_DATA,CURRENT_GSC_LINKS_CHECKED_NO_USABLE_ROWS; NOT_ZERO_CLAIM,GOOGLE_USER_CANONICAL_AGREE; Submitted and indexed,"Recomputed with query×page ownership, final page windows, URL Inspection canonical/index/crawl evidence, Phase 2 value, internal authority, and current sampled Links evidence; factor gate 4/6.",MEDIUM_CONFIDENCE,DO_NOT_AUTOMERGE; Phase 4 evidence/design review required,NO_VISIBLE_QUERY_DATA,https://echobuddha.com/meditation/walking-meditation/,2026-08-06T19:18:56Z,2026-08-21
OWNER-0d853c70e6,DECLARED_OWNER_SUPPORT,3,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/ | https://echobuddha.com/learn/buddhist-dictionary/karma/ | https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,84,SEO_P2_EMERGING,0,1,MEDIUM,NO_VISIBLE_QUERY_DATA,CURRENT_GSC_LINKS_CHECKED_NO_USABLE_ROWS; NOT_ZERO_CLAIM,GOOGLE_USER_CANONICAL_AGREE; Submitted and indexed,"Recomputed with query×page ownership, final page windows, URL Inspection canonical/index/crawl evidence, Phase 2 value, internal authority, and current sampled Links evidence; factor gate 4/6.",MEDIUM_CONFIDENCE,DO_NOT_AUTOMERGE; Phase 4 evidence/design review required,NO_VISIBLE_QUERY_DATA,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,2026-08-06T18:10:06Z,2026-08-21
OWNER-c481090da5,DECLARED_OWNER_SUPPORT,7,https://echobuddha.com/learn/buddhism-101/ | https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/ | https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/ | https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/ | https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/ | https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/ | https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,https://echobuddha.com/learn/buddhism-101/,80,SEO_P2_EMERGING,0,1,MEDIUM,NO_VISIBLE_QUERY_DATA,CURRENT_GSC_LINKS_CHECKED_NO_USABLE_ROWS; NOT_ZERO_CLAIM,GOOGLE_USER_CANONICAL_AGREE; Submitted and indexed,"Recomputed with query×page ownership, final page windows, URL Inspection canonical/index/crawl evidence, Phase 2 value, internal authority, and current sampled Links evidence; factor gate 4/6.",MEDIUM_CONFIDENCE,DO_NOT_AUTOMERGE; Phase 4 evidence/design review required,NO_VISIBLE_QUERY_DATA,https://echobuddha.com/learn/buddhism-101/,2026-07-23T16:54:01Z,2026-08-21
OWNER-23a2815b78,DECLARED_OWNER_SUPPORT,3,https://echobuddha.com/learn/buddhist-dictionary/ | https://echobuddha.com/learn/buddhist-dictionary/anatta/ | https://echobuddha.com/learn/buddhist-dictionary/nirvana/,https://echobuddha.com/learn/buddhist-dictionary/,56,SEO_P2_EMERGING,0,9,MEDIUM,VISIBLE_PRIMARY_OWNER:4,CURRENT_GSC_LINKS_CHECKED_NO_USABLE_ROWS; NOT_ZERO_CLAIM,GOOGLE_USER_CANONICAL_AGREE; Submitted and indexed,"Recomputed with query×page ownership, final page windows, URL Inspection canonical/index/crawl evidence, Phase 2 value, internal authority, and current sampled Links evidence; factor gate 5/6.",MEDIUM_CONFIDENCE,DO_NOT_AUTOMERGE; Phase 4 evidence/design review required,buddhist dictionary | buddha dictionary | buddhism dictionary | dictionary of buddhism,https://echobuddha.com/learn/buddhist-dictionary/,2026-07-04T21:36:35Z,2026-08-21
OWNER-c8f8254614,DECLARED_OWNER_SUPPORT,4,https://echobuddha.com/learn/sutta-for-daily-life/ | https://echobuddha.com/learn/buddhist-dictionary/sutta/ | https://echobuddha.com/learn/buddhist-dictionary/pali-canon/ | https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,https://echobuddha.com/learn/sutta-for-daily-life/,89,SEO_P2_EMERGING,0,0,MEDIUM,NO_VISIBLE_QUERY_DATA,CURRENT_GSC_LINKS_CHECKED_NO_USABLE_ROWS; NOT_ZERO_CLAIM,GOOGLE_USER_CANONICAL_AGREE; Submitted and indexed,"Recomputed with query×page ownership, final page windows, URL Inspection canonical/index/crawl evidence, Phase 2 value, internal authority, and current sampled Links evidence; factor gate 4/6.",MEDIUM_CONFIDENCE,DO_NOT_AUTOMERGE; Phase 4 evidence/design review required,NO_VISIBLE_QUERY_DATA,https://echobuddha.com/learn/sutta-for-daily-life/,2026-08-18T21:57:30Z,2026-08-21
OWNER-dd0d2d3f9d,DECLARED_OWNER_SUPPORT,3,https://echobuddha.com/learn/ | https://echobuddha.com/learn/buddhist-resources/ | https://echobuddha.com/learn/questions-about-buddhism/,https://echobuddha.com/learn/,54,SEO_P2_EMERGING,0,4,HIGH,NO_VISIBLE_QUERY_DATA,CURRENT_GSC_LINKS_CHECKED_NO_USABLE_ROWS; NOT_ZERO_CLAIM,GOOGLE_USER_CANONICAL_AGREE; Submitted and indexed,"Recomputed with query×page ownership, final page windows, URL Inspection canonical/index/crawl evidence, Phase 2 value, internal authority, and current sampled Links evidence; factor gate 3/6.",LOW_CONFIDENCE,DO_NOT_AUTOMERGE; Phase 4 evidence/design review required,NO_VISIBLE_QUERY_DATA,https://echobuddha.com/learn/,2026-08-19T04:53:46Z,2026-08-21
OWNER-ff0a86f7c2,DECLARED_OWNER_SUPPORT,2,https://echobuddha.com/articles/three-ways-to-practice-patience/ | https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,https://echobuddha.com/articles/three-ways-to-practice-patience/,65,SEO_P2_EMERGING,0,10,MEDIUM,NO_VISIBLE_QUERY_DATA,CURRENT_GSC_LINKS_CHECKED_NO_USABLE_ROWS; NOT_ZERO_CLAIM,GOOGLE_USER_CANONICAL_AGREE; Submitted and indexed,"Recomputed with query×page ownership, final page windows, URL Inspection canonical/index/crawl evidence, Phase 2 value, internal authority, and current sampled Links evidence; factor gate 4/6.",MEDIUM_CONFIDENCE,DO_NOT_AUTOMERGE; Phase 4 evidence/design review required,NO_VISIBLE_QUERY_DATA,https://echobuddha.com/articles/three-ways-to-practice-patience/,2026-07-01T22:58:41Z,2026-08-21
OWNER-1cae38d7a8,DECLARED_OWNER_SUPPORT,2,https://echobuddha.com/ | https://echobuddha.com/learn/sutta-for-daily-life/how-to-read-a-buddhist-sutta/,https://echobuddha.com/,79,SEO_P0_CRITICAL,0,5,HIGH,VISIBLE_PRIMARY_OWNER:1,CURRENT_GSC_LINKS_CHECKED_NO_USABLE_ROWS; NOT_ZERO_CLAIM,GOOGLE_USER_CANONICAL_AGREE; Submitted and indexed,"Recomputed with query×page ownership, final page windows, URL Inspection canonical/index/crawl evidence, Phase 2 value, internal authority, and current sampled Links evidence; factor gate 6/6.",HIGH_CONFIDENCE,EVALUATION_ONLY; Phase 4 must independently approve intent equivalence and any redirect,ecom buddha,https://echobuddha.com/,2026-08-21T05:36:27Z,2026-08-21
OWNER-0ebed150bf,DECLARED_OWNER_SUPPORT,3,https://echobuddha.com/articles/mindfulness-of-breathing-guide/ | https://echobuddha.com/meditation/breathing-meditation/ | https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,75,SEO_P2_EMERGING,0,0,MEDIUM,NO_VISIBLE_QUERY_DATA,CURRENT_GSC_LINKS_CHECKED_NO_USABLE_ROWS; NOT_ZERO_CLAIM,GOOGLE_USER_CANONICAL_AGREE; Submitted and indexed,"Recomputed with query×page ownership, final page windows, URL Inspection canonical/index/crawl evidence, Phase 2 value, internal authority, and current sampled Links evidence; factor gate 4/6.",MEDIUM_CONFIDENCE,DO_NOT_AUTOMERGE; Phase 4 evidence/design review required,NO_VISIBLE_QUERY_DATA,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,2026-08-06T18:15:32Z,2026-08-21
