URL,protection_tier,clicks_3m,impressions_3m,ctr_3m,average_position_3m,performance_window,major_queries,query_count,google_index_status,declared_canonical,google_canonical,sitemap_member,backlinks,internal_authority,baseline_timestamp,monitoring_trigger_policy
https://echobuddha.com/about/,SEO_P1_HIGH,0,19,0,12.95,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/about/,NOT_AVAILABLE,true,NOT_VERIFIED,HIGH,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,SEO_P2_EMERGING,0,9,0,11.89,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,NOT_AVAILABLE,true,NOT_VERIFIED,MEDIUM,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/articles/equanimity-in-buddhism/,SEO_P2_EMERGING,0,7,0,64.43,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/articles/equanimity-in-buddhism/,NOT_AVAILABLE,true,NOT_VERIFIED,LOW,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/articles/first-week-buddhist-practice/,SEO_P2_EMERGING,0,1,0,39,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/articles/first-week-buddhist-practice/,NOT_AVAILABLE,true,NOT_VERIFIED,MEDIUM,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/articles/five-precepts-in-daily-life/,SEO_P1_HIGH,0,104,0,46.91,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/articles/five-precepts-in-daily-life/,NOT_AVAILABLE,true,NOT_VERIFIED,MEDIUM,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/articles/four-noble-truths-explained-simply/,SEO_P2_EMERGING,0,6,0,9.5,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/articles/four-noble-truths-explained-simply/,NOT_AVAILABLE,true,NOT_VERIFIED,MEDIUM,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,SEO_P1_HIGH,0,10,0,24.5,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,NOT_AVAILABLE,true,NOT_VERIFIED,MEDIUM,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,SEO_P2_EMERGING,0,1,0,4,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,NOT_AVAILABLE,true,NOT_VERIFIED,MEDIUM,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/articles/how-to-practice-non-attachment/,SEO_P2_EMERGING,0,7,0,11.71,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/articles/how-to-practice-non-attachment/,NOT_AVAILABLE,true,NOT_VERIFIED,MEDIUM,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,SEO_P2_EMERGING,0,7,0,28,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,NOT_AVAILABLE,true,NOT_VERIFIED,MEDIUM,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/articles/,SEO_P1_HIGH,0,17,0,11.76,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/articles/,NOT_AVAILABLE,true,NOT_VERIFIED,HIGH,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/articles/metta-meditation-script/,SEO_P2_EMERGING,0,3,0,59,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/articles/metta-meditation-script/,NOT_AVAILABLE,true,NOT_VERIFIED,MEDIUM,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/articles/mindful-email-and-texting/,SEO_P2_EMERGING,0,5,0,10.2,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/articles/mindful-email-and-texting/,NOT_AVAILABLE,true,NOT_VERIFIED,MEDIUM,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/articles/mindfulness-for-better-sleep/,SEO_P2_EMERGING,0,0,0,NOT_AVAILABLE,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/articles/mindfulness-for-better-sleep/,NOT_AVAILABLE,true,NOT_VERIFIED,MEDIUM,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,SEO_P2_EMERGING,0,0,0,NOT_AVAILABLE,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,NOT_AVAILABLE,true,NOT_VERIFIED,MEDIUM,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,SEO_P1_HIGH,1,14,0.07139999999999999,43.71,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,NOT_AVAILABLE,true,NOT_VERIFIED,MEDIUM,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/articles/right-speech-buddhism/,SEO_P0_CRITICAL,3,313,0.0096,22.34,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/articles/right-speech-buddhism/,NOT_AVAILABLE,true,NOT_VERIFIED,HIGH,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/articles/three-poisons-buddhism-explained/,SEO_P1_HIGH,1,107,0.009300000000000001,41.13,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/articles/three-poisons-buddhism-explained/,NOT_AVAILABLE,true,NOT_VERIFIED,LOW,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/articles/three-ways-to-practice-patience/,SEO_P2_EMERGING,0,10,0,3,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/articles/three-ways-to-practice-patience/,NOT_AVAILABLE,true,NOT_VERIFIED,MEDIUM,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,SEO_P2_EMERGING,0,50,0,27.38,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,NOT_AVAILABLE,true,NOT_VERIFIED,MEDIUM,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,SEO_P2_EMERGING,0,12,0,24.33,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,NOT_AVAILABLE,true,NOT_VERIFIED,MEDIUM,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/articles/what-is-karma-in-buddhism/,SEO_P2_EMERGING,0,9,0,70.11,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/articles/what-is-karma-in-buddhism/,NOT_AVAILABLE,true,NOT_VERIFIED,MEDIUM,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,SEO_P1_HIGH,0,75,0,79.91,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,NOT_AVAILABLE,true,NOT_VERIFIED,MEDIUM,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/authors/echo-buddha-editorial/,SEO_P2_EMERGING,0,0,0,NOT_AVAILABLE,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/authors/echo-buddha-editorial/,NOT_AVAILABLE,true,NOT_VERIFIED,HIGH,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/buddhist-sources-and-citations/,SEO_P2_EMERGING,0,6,0,38,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/buddhist-sources-and-citations/,NOT_AVAILABLE,true,NOT_VERIFIED,HIGH,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/contact/,SEO_P2_EMERGING,0,7,0,5.57,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/contact/,NOT_AVAILABLE,true,NOT_VERIFIED,HIGH,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/corrections/,SEO_P2_EMERGING,0,1,0,8,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/corrections/,NOT_AVAILABLE,true,NOT_VERIFIED,HIGH,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/daily-reflections/anger-as-a-signal/,SEO_P2_EMERGING,0,1,0,30,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/daily-reflections/anger-as-a-signal/,NOT_AVAILABLE,false,NOT_VERIFIED,LOW,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/daily-reflections/begin-again-without-shame/,SEO_P2_EMERGING,0,3,0,28,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/daily-reflections/begin-again-without-shame/,NOT_AVAILABLE,false,NOT_VERIFIED,LOW,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/daily-reflections/family-patience/,SEO_P2_EMERGING,0,1,0,6,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/daily-reflections/family-patience/,NOT_AVAILABLE,false,NOT_VERIFIED,LOW,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/daily-reflections/gratitude-for-change/,SEO_P2_EMERGING,0,2,0,17.5,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/daily-reflections/gratitude-for-change/,NOT_AVAILABLE,false,NOT_VERIFIED,LOW,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,SEO_P2_EMERGING,0,1,0,24,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,NOT_AVAILABLE,false,NOT_VERIFIED,LOW,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/daily-reflections/,SEO_P1_HIGH,1,3,0.3333,9.33,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/daily-reflections/,NOT_AVAILABLE,true,NOT_VERIFIED,HIGH,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,SEO_P2_EMERGING,0,2,0,37.5,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,NOT_AVAILABLE,false,NOT_VERIFIED,LOW,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,SEO_P2_EMERGING,0,5,0,43.6,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,NOT_AVAILABLE,false,NOT_VERIFIED,MEDIUM,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/daily-reflections/rest-without-escape/,SEO_P2_EMERGING,0,1,0,25,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/daily-reflections/rest-without-escape/,NOT_AVAILABLE,false,NOT_VERIFIED,LOW,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,SEO_P2_EMERGING,0,1,0,33,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,NOT_AVAILABLE,false,NOT_VERIFIED,LOW,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,SEO_P2_EMERGING,0,5,0,4,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/daily-reflections/thoughts-are-visitors/,NOT_AVAILABLE,false,NOT_VERIFIED,LOW,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/daily-reflections/today/,SEO_P2_EMERGING,0,10,0,16.6,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/daily-reflections/today/,NOT_AVAILABLE,false,NOT_VERIFIED,MEDIUM,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/daily-reflections/walking-as-practice/,SEO_P2_EMERGING,0,2,0,17.5,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/daily-reflections/walking-as-practice/,NOT_AVAILABLE,false,NOT_VERIFIED,LOW,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/disclaimer/,SEO_P2_EMERGING,0,3,0,7.33,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/disclaimer/,NOT_AVAILABLE,true,NOT_VERIFIED,HIGH,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/editorial-policy/,SEO_P2_EMERGING,0,4,0,11.75,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/editorial-policy/,NOT_AVAILABLE,true,NOT_VERIFIED,HIGH,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/how-echo-buddha-creates-content/,SEO_P2_EMERGING,0,1,0,48,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/how-echo-buddha-creates-content/,NOT_AVAILABLE,true,NOT_VERIFIED,HIGH,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
https://echobuddha.com/,SEO_P0_CRITICAL,0,5,0,2.8,2026-06-23 to 2026-08-18; Web; Page aggregation,NOT_AVAILABLE_QUERY×PAGE,NOT_AVAILABLE_QUERY×PAGE,NOT_VERIFIED,https://echobuddha.com/,NOT_AVAILABLE,true,NOT_VERIFIED,HIGH,2026-08-24T04:01:12.853Z,Investigate sustained change; do not auto-rollback on short-term fluctuation
