"URL","Path","Page family","Protected role","Protected owner","Protected index state","Built","Expected live status","Current live status","Status match","Expected canonical","Live canonical","Canonical match","Live build parity","AdSense runtime count","Manual slot count","GSC signal","Readiness","Evidence","Action"
"https://echobuddha.com/articles/category/meditation/","/articles/category/meditation/","Article category","CATEGORY","https://echobuddha.com/articles/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/category/meditation/","https://echobuddha.com/articles/category/meditation/","PASS","PASS — EXACT","0","0","0 clicks; 1 impressions; position 5; EARLY DISCOVERY","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/category/mindfulness/","/articles/category/mindfulness/","Article category","CATEGORY","https://echobuddha.com/articles/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/category/mindfulness/","https://echobuddha.com/articles/category/mindfulness/","PASS","PASS — EXACT","0","0","No latest Page row","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/category/practice/","/articles/category/practice/","Article category","CATEGORY","https://echobuddha.com/articles/category/practice/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/category/practice/","https://echobuddha.com/articles/category/practice/","PASS","PASS — EXACT","0","0","No latest Page row","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/category/reflection/","/articles/category/reflection/","Article category","CATEGORY","https://echobuddha.com/articles/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/category/reflection/","https://echobuddha.com/articles/category/reflection/","PASS","PASS — EXACT","0","0","No latest Page row","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/compassion-as-a-daily-discipline/","/articles/compassion-as-a-daily-discipline/","Articles","PRACTICAL_APPLICATION","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/compassion-as-a-daily-discipline/","https://echobuddha.com/articles/compassion-as-a-daily-discipline/","PASS","PASS — EXACT","0","0","0 clicks; 1 impressions; position 31; EARLY DISCOVERY","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/","/articles/compassion-in-buddhism-beginner-guide/","Articles","PRIMARY_PILLAR","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/","PASS","PASS — EXACT","0","0","0 clicks; 22 impressions; position 49.32; INSUFFICIENT DATA","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/compassion-with-boundaries/","/articles/compassion-with-boundaries/","Articles","SCENARIO_GUIDE","https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/compassion-with-boundaries/","https://echobuddha.com/articles/compassion-with-boundaries/","PASS","PASS — EXACT","0","0","0 clicks; 2 impressions; position 18.5; EARLY DISCOVERY","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/","/articles/creating-a-peaceful-corner-at-home/","Articles","SCENARIO_GUIDE","https://echobuddha.com/meditation/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/","https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/","PASS","PASS — EXACT","0","0","No latest Page row","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/dhamma-vs-dharma/","/articles/dhamma-vs-dharma/","Articles","COMPARISON_PAGE","https://echobuddha.com/learn/buddhist-dictionary/dhamma/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/dhamma-vs-dharma/","https://echobuddha.com/articles/dhamma-vs-dharma/","PASS","PASS — EXACT","0","0","1 clicks; 87 impressions; position 10.56; EMERGING WINNER","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/dhammapada-reflection-trained-mind/","/articles/dhammapada-reflection-trained-mind/","Articles","SOURCE_STUDY","https://echobuddha.com/learn/dhammapada-reflections/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/dhammapada-reflection-trained-mind/","https://echobuddha.com/articles/dhammapada-reflection-trained-mind/","PASS","PASS — EXACT","0","0","No latest Page row","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/dhammapada-reflection-what-we-think/","/articles/dhammapada-reflection-what-we-think/","Articles","SOURCE_STUDY","https://echobuddha.com/learn/dhammapada-reflections/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/dhammapada-reflection-what-we-think/","https://echobuddha.com/articles/dhammapada-reflection-what-we-think/","PASS","PASS — EXACT","0","0","0 clicks; 47 impressions; position 8.09; HIGH-RANK / LOW-CLICK REVIEW","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/dhammapada-verse-1-meaning/","/articles/dhammapada-verse-1-meaning/","Articles","SOURCE_STUDY","https://echobuddha.com/learn/dhammapada-reflections/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/dhammapada-verse-1-meaning/","https://echobuddha.com/articles/dhammapada-verse-1-meaning/","PASS","PASS — EXACT","0","0","0 clicks; 34 impressions; position 7.29; HIGH-RANK / LOW-CLICK REVIEW","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/eightfold-path-explained-daily-life/","/articles/eightfold-path-explained-daily-life/","Articles","PRACTICAL_APPLICATION","https://echobuddha.com/learn/eightfold-path/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/eightfold-path-explained-daily-life/","https://echobuddha.com/articles/eightfold-path-explained-daily-life/","PASS","PASS — EXACT","0","0","0 clicks; 7 impressions; position 12.43; EARLY DISCOVERY","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/eightfold-path-explained/","/articles/eightfold-path-explained/","Articles","BEGINNER_FOUNDATION","https://echobuddha.com/learn/eightfold-path/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/eightfold-path-explained/","https://echobuddha.com/articles/eightfold-path-explained/","PASS","PASS — EXACT","0","0","0 clicks; 2 impressions; position 77.5; EARLY DISCOVERY","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/equanimity-in-buddhism/","/articles/equanimity-in-buddhism/","Articles","PRIMARY_PILLAR","https://echobuddha.com/articles/equanimity-in-buddhism/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/equanimity-in-buddhism/","https://echobuddha.com/articles/equanimity-in-buddhism/","PASS","PASS — EXACT","0","0","0 clicks; 3 impressions; position 75.67; EARLY DISCOVERY","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/first-week-buddhist-practice/","/articles/first-week-buddhist-practice/","Articles","PRACTICAL_APPLICATION","https://echobuddha.com/learn/buddhism-for-beginners/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/first-week-buddhist-practice/","https://echobuddha.com/articles/first-week-buddhist-practice/","PASS","PASS — EXACT","0","0","0 clicks; 1 impressions; position 39; EARLY DISCOVERY","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/five-precepts-in-daily-life/","/articles/five-precepts-in-daily-life/","Articles","PRACTICAL_APPLICATION","https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/five-precepts-in-daily-life/","https://echobuddha.com/articles/five-precepts-in-daily-life/","PASS","PASS — EXACT","0","0","0 clicks; 87 impressions; position 53.7; EMERGING WINNER","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/four-noble-truths-explained-simply/","/articles/four-noble-truths-explained-simply/","Articles","BEGINNER_FOUNDATION","https://echobuddha.com/learn/four-noble-truths/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/four-noble-truths-explained-simply/","https://echobuddha.com/articles/four-noble-truths-explained-simply/","PASS","PASS — EXACT","0","0","0 clicks; 2 impressions; position 14.5; EARLY DISCOVERY","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/four-noble-truths-explained/","/articles/four-noble-truths-explained/","Articles","SUPPORTING_EXPLANATION","https://echobuddha.com/learn/four-noble-truths/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/four-noble-truths-explained/","https://echobuddha.com/articles/four-noble-truths-explained/","PASS","PASS — EXACT","0","0","No latest Page row","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/","/articles/how-to-let-go-of-attachment-in-buddhism/","Articles","PRIMARY_PILLAR","https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/","https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/","PASS","PASS — EXACT","0","0","0 clicks; 8 impressions; position 25.62; EARLY DISCOVERY","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/how-to-meditate-for-anxiety/","/articles/how-to-meditate-for-anxiety/","Articles","SCENARIO_GUIDE","https://echobuddha.com/articles/how-to-meditate-for-anxiety/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/how-to-meditate-for-anxiety/","https://echobuddha.com/articles/how-to-meditate-for-anxiety/","PASS","PASS — EXACT","0","0","No latest Page row","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/how-to-meditate-for-beginners/","/articles/how-to-meditate-for-beginners/","Articles","PRACTICE_GUIDE","https://echobuddha.com/meditation/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/how-to-meditate-for-beginners/","https://echobuddha.com/articles/how-to-meditate-for-beginners/","PASS","PASS — EXACT","0","0","0 clicks; 1 impressions; position 5; EARLY DISCOVERY","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/how-to-practice-non-attachment/","/articles/how-to-practice-non-attachment/","Articles","PRACTICAL_APPLICATION","https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/how-to-practice-non-attachment/","https://echobuddha.com/articles/how-to-practice-non-attachment/","PASS","PASS — EXACT","0","0","0 clicks; 6 impressions; position 12; EARLY DISCOVERY","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/","/articles/impermanence-in-buddhism-letting-go/","Articles","PRACTICAL_APPLICATION","https://echobuddha.com/learn/buddhism-101/what-is-impermanence/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/","https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/","PASS","PASS — EXACT","0","0","No latest Page row","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/impermanence-in-buddhism/","/articles/impermanence-in-buddhism/","Articles","SUPPORTING_EXPLANATION","https://echobuddha.com/learn/buddhism-101/what-is-impermanence/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/impermanence-in-buddhism/","https://echobuddha.com/articles/impermanence-in-buddhism/","PASS","PASS — EXACT","0","0","0 clicks; 2 impressions; position 34; EARLY DISCOVERY","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/","/articles/","Articles","HUB","https://echobuddha.com/articles/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/","https://echobuddha.com/articles/","PASS","PASS — EXACT","0","0","0 clicks; 4 impressions; position 10.5; EARLY DISCOVERY","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/letting-go-without-giving-up/","/articles/letting-go-without-giving-up/","Articles","PRACTICAL_APPLICATION","https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/letting-go-without-giving-up/","https://echobuddha.com/articles/letting-go-without-giving-up/","PASS","PASS — EXACT","0","0","No latest Page row","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/loving-kindness-meditation-beginners/","/articles/loving-kindness-meditation-beginners/","Articles","BEGINNER_FOUNDATION","https://echobuddha.com/learn/buddhist-dictionary/metta/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/loving-kindness-meditation-beginners/","https://echobuddha.com/articles/loving-kindness-meditation-beginners/","PASS","PASS — EXACT","0","0","No latest Page row","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/loving-kindness-meditation-guide/","/articles/loving-kindness-meditation-guide/","Articles","BEGINNER_FOUNDATION","https://echobuddha.com/learn/buddhist-dictionary/metta/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/loving-kindness-meditation-guide/","https://echobuddha.com/articles/loving-kindness-meditation-guide/","PASS","PASS — EXACT","0","0","0 clicks; 1 impressions; position 4; EARLY DISCOVERY","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/metta-meditation-script/","/articles/metta-meditation-script/","Articles","PRACTICE_GUIDE","https://echobuddha.com/learn/buddhist-dictionary/metta/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/metta-meditation-script/","https://echobuddha.com/articles/metta-meditation-script/","PASS","PASS — EXACT","0","0","No latest Page row","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/mindful-email-and-texting/","/articles/mindful-email-and-texting/","Articles","SCENARIO_GUIDE","https://echobuddha.com/articles/right-speech-buddhism/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/mindful-email-and-texting/","https://echobuddha.com/articles/mindful-email-and-texting/","PASS","PASS — EXACT","0","0","0 clicks; 4 impressions; position 11.25; EARLY DISCOVERY","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/mindful-listening-in-everyday-life/","/articles/mindful-listening-in-everyday-life/","Articles","SCENARIO_GUIDE","https://echobuddha.com/articles/right-speech-buddhism/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/mindful-listening-in-everyday-life/","https://echobuddha.com/articles/mindful-listening-in-everyday-life/","PASS","PASS — EXACT","0","0","No latest Page row","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/mindfulness-for-better-sleep/","/articles/mindfulness-for-better-sleep/","Articles","SCENARIO_GUIDE","https://echobuddha.com/articles/mindfulness-for-better-sleep/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/mindfulness-for-better-sleep/","https://echobuddha.com/articles/mindfulness-for-better-sleep/","PASS","PASS — EXACT","0","0","No latest Page row","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/mindfulness-morning-routine/","/articles/mindfulness-morning-routine/","Articles","PRACTICAL_APPLICATION","https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/mindfulness-morning-routine/","https://echobuddha.com/articles/mindfulness-morning-routine/","PASS","PASS — EXACT","0","0","No latest Page row","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/mindfulness-of-breathing-guide/","/articles/mindfulness-of-breathing-guide/","Articles","PRIMARY_PILLAR","https://echobuddha.com/articles/mindfulness-of-breathing-guide/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/mindfulness-of-breathing-guide/","https://echobuddha.com/articles/mindfulness-of-breathing-guide/","PASS","PASS — EXACT","0","0","No latest Page row","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/mindfulness-vs-meditation/","/articles/mindfulness-vs-meditation/","Articles","COMPARISON_PAGE","https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/mindfulness-vs-meditation/","https://echobuddha.com/articles/mindfulness-vs-meditation/","PASS","PASS — EXACT","0","0","No latest Page row","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/noble-eightfold-path-practical-guide/","/articles/noble-eightfold-path-practical-guide/","Articles","PRACTICAL_APPLICATION","https://echobuddha.com/learn/eightfold-path/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/noble-eightfold-path-practical-guide/","https://echobuddha.com/articles/noble-eightfold-path-practical-guide/","PASS","PASS — EXACT","0","0","1 clicks; 12 impressions; position 46.42; EARLY DISCOVERY","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/non-attachment-in-relationships/","/articles/non-attachment-in-relationships/","Articles","SCENARIO_GUIDE","https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/non-attachment-in-relationships/","https://echobuddha.com/articles/non-attachment-in-relationships/","PASS","PASS — EXACT","0","0","0 clicks; 1 impressions; position 41; EARLY DISCOVERY","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/right-livelihood-modern-life/","/articles/right-livelihood-modern-life/","Articles","PRACTICAL_APPLICATION","https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/right-livelihood-modern-life/","https://echobuddha.com/articles/right-livelihood-modern-life/","PASS","PASS — EXACT","0","0","0 clicks; 1 impressions; position 48; EARLY DISCOVERY","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/right-speech-buddhism/","/articles/right-speech-buddhism/","Articles","PRIMARY_PILLAR","https://echobuddha.com/articles/right-speech-buddhism/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/right-speech-buddhism/","https://echobuddha.com/articles/right-speech-buddhism/","PASS","PASS — EXACT","0","0","3 clicks; 178 impressions; position 27.13; EMERGING WINNER","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/right-speech-examples/","/articles/right-speech-examples/","Articles","SUPPORTING_EXPLANATION","https://echobuddha.com/articles/right-speech-buddhism/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/right-speech-examples/","https://echobuddha.com/articles/right-speech-examples/","PASS","PASS — EXACT","0","0","0 clicks; 3 impressions; position 24.33; EARLY DISCOVERY","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/three-poisons-buddhism-explained/","/articles/three-poisons-buddhism-explained/","Articles","PRIMARY_PILLAR","https://echobuddha.com/articles/three-poisons-buddhism-explained/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/three-poisons-buddhism-explained/","https://echobuddha.com/articles/three-poisons-buddhism-explained/","PASS","PASS — EXACT","0","0","1 clicks; 79 impressions; position 46.68; EMERGING WINNER","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/three-ways-to-practice-patience/","/articles/three-ways-to-practice-patience/","Articles","PRIMARY_PILLAR","https://echobuddha.com/articles/three-ways-to-practice-patience/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/three-ways-to-practice-patience/","https://echobuddha.com/articles/three-ways-to-practice-patience/","PASS","PASS — EXACT","0","0","No latest Page row","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/","/articles/visiting-a-buddhist-temple-respectfully/","Articles","SCENARIO_GUIDE","https://echobuddha.com/articles/what-is-sangha-buddhist-community/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/","https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/","PASS","PASS — EXACT","0","0","0 clicks; 14 impressions; position 22.43; EARLY DISCOVERY","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/walking-meditation-step-by-step/","/articles/walking-meditation-step-by-step/","Articles","PRACTICE_GUIDE","https://echobuddha.com/meditation/walking-meditation/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/walking-meditation-step-by-step/","https://echobuddha.com/articles/walking-meditation-step-by-step/","PASS","PASS — EXACT","0","0","0 clicks; 1 impressions; position 6; EARLY DISCOVERY","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/what-is-buddhism-beginner-guide/","/articles/what-is-buddhism-beginner-guide/","Articles","BEGINNER_FOUNDATION","https://echobuddha.com/learn/buddhism-for-beginners/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/what-is-buddhism-beginner-guide/","https://echobuddha.com/articles/what-is-buddhism-beginner-guide/","PASS","PASS — EXACT","0","0","0 clicks; 6 impressions; position 19.17; EARLY DISCOVERY","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
"https://echobuddha.com/articles/what-is-karma-in-buddhism/","/articles/what-is-karma-in-buddhism/","Articles","PRACTICAL_APPLICATION","https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/","indexable","Yes","200","200","PASS","https://echobuddha.com/articles/what-is-karma-in-buddhism/","https://echobuddha.com/articles/what-is-karma-in-buddhism/","PASS","PASS — EXACT","0","0","No latest Page row","PASS","BUILD_FACT; LIVE_PRODUCTION_FACT; GSC_FACT","Protect; no change"
