source_file,issue,latest_reported_affected_pages,URL,normalized_https_url,raw_last_crawled_value,formatted_display_value,interpreted_last_crawled,last_crawled_confidence,exact_current_inventory_match,normalized_target_inventory_match,inventory_protection_tier,intended_indexable,reconciliation_state,live_http_status,live_redirect_location,live_declared_canonical,live_meta_robots
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,46251,NOT_AVAILABLE_FROM_IMPORT,2026-08-17,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,46250,NOT_AVAILABLE_FROM_IMPORT,2026-08-16,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,46249,NOT_AVAILABLE_FROM_IMPORT,2026-08-15,HIGH,true,true,SEO_P2_EMERGING,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,46249,NOT_AVAILABLE_FROM_IMPORT,2026-08-15,HIGH,true,true,SEO_P2_EMERGING,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,46248,NOT_AVAILABLE_FROM_IMPORT,2026-08-14,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,46248,NOT_AVAILABLE_FROM_IMPORT,2026-08-14,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,46247,NOT_AVAILABLE_FROM_IMPORT,2026-08-13,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,46247,NOT_AVAILABLE_FROM_IMPORT,2026-08-13,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,46246,NOT_AVAILABLE_FROM_IMPORT,2026-08-12,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,46246,NOT_AVAILABLE_FROM_IMPORT,2026-08-12,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,46246,NOT_AVAILABLE_FROM_IMPORT,2026-08-12,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,46245,NOT_AVAILABLE_FROM_IMPORT,2026-08-11,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,46245,NOT_AVAILABLE_FROM_IMPORT,2026-08-11,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,46245,NOT_AVAILABLE_FROM_IMPORT,2026-08-11,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,46245,NOT_AVAILABLE_FROM_IMPORT,2026-08-11,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,46245,NOT_AVAILABLE_FROM_IMPORT,2026-08-11,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,46245,NOT_AVAILABLE_FROM_IMPORT,2026-08-11,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,46245,NOT_AVAILABLE_FROM_IMPORT,2026-08-11,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,46244,NOT_AVAILABLE_FROM_IMPORT,2026-08-10,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,46244,NOT_AVAILABLE_FROM_IMPORT,2026-08-10,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,46244,NOT_AVAILABLE_FROM_IMPORT,2026-08-10,HIGH,true,true,SEO_P2_EMERGING,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,46243,NOT_AVAILABLE_FROM_IMPORT,2026-08-09,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,46243,NOT_AVAILABLE_FROM_IMPORT,2026-08-09,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,46243,NOT_AVAILABLE_FROM_IMPORT,2026-08-09,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,46242,NOT_AVAILABLE_FROM_IMPORT,2026-08-08,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,46242,NOT_AVAILABLE_FROM_IMPORT,2026-08-08,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,46242,NOT_AVAILABLE_FROM_IMPORT,2026-08-08,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,46242,NOT_AVAILABLE_FROM_IMPORT,2026-08-08,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,46241,NOT_AVAILABLE_FROM_IMPORT,2026-08-07,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,46239,NOT_AVAILABLE_FROM_IMPORT,2026-08-05,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,46234,NOT_AVAILABLE_FROM_IMPORT,2026-07-31,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,46232,NOT_AVAILABLE_FROM_IMPORT,2026-07-29,HIGH,true,true,SEO_P2_EMERGING,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,http://echobuddha.com/daily-reflections/today/,https://echobuddha.com/daily-reflections/today/,46232,NOT_AVAILABLE_FROM_IMPORT,2026-07-29,HIGH,false,true,SEO_P2_EMERGING,false,HEALTHY_HISTORICAL_HTTP_TO_HTTPS_VARIANT,301,https://echobuddha.com/daily-reflections/today/,,
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,http://echobuddha.com/search/,https://echobuddha.com/search/,46231,NOT_AVAILABLE_FROM_IMPORT,2026-07-28,HIGH,false,true,SEO_UNKNOWN,false,HEALTHY_HISTORICAL_HTTP_TO_HTTPS_VARIANT,301,https://echobuddha.com/search/,,
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/search/,https://echobuddha.com/search/,46231,NOT_AVAILABLE_FROM_IMPORT,2026-07-28,HIGH,true,true,SEO_UNKNOWN,false,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/search/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24.xlsx,Excluded by ‘noindex’ tag,46,https://echobuddha.com/search/?q=%7Bsearch_term_string%7D,https://echobuddha.com/search/?q=%7Bsearch_term_string%7D,46230,NOT_AVAILABLE_FROM_IMPORT,2026-07-27,HIGH,false,false,NOT_CURRENT_INVENTORY,NOT_IN_CURRENT_MAP,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,200,,https://echobuddha.com/search/,"noindex, follow"
echobuddha.com-Coverage-Drilldown-2026-08-24 (1).xlsx,Not found (404),1,https://echobuddha.com/terms-and-conditions/,https://echobuddha.com/terms-and-conditions/,46212,NOT_AVAILABLE_FROM_IMPORT,2026-07-09,HIGH,false,false,NOT_CURRENT_INVENTORY,NOT_IN_CURRENT_MAP,REPORT_STATE_ALIGNED_WITH_CURRENT_PRODUCTION,404,,,
echobuddha.com-Coverage-Drilldown-2026-08-24 (2).xlsx,Alternate page with proper canonical tag,1,http://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,46207,NOT_AVAILABLE_FROM_IMPORT,2026-07-04,HIGH,false,true,SEO_P1_HIGH,true,HEALTHY_HISTORICAL_HTTP_TO_HTTPS_VARIANT,301,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,,
echobuddha.com-Coverage-Drilldown-2026-08-24 (3).xlsx,Crawled - currently not indexed,3,https://echobuddha.com/sitemap.xml,https://echobuddha.com/sitemap.xml,46256,NOT_AVAILABLE_FROM_IMPORT,2026-08-22,HIGH,false,false,NOT_CURRENT_INVENTORY,NOT_IN_CURRENT_MAP,REVIEW_REPORT_STATE_VS_CURRENT_PRODUCTION,200,,,
echobuddha.com-Coverage-Drilldown-2026-08-24 (3).xlsx,Crawled - currently not indexed,3,https://echobuddha.com/ads.txt,https://echobuddha.com/ads.txt,46256,NOT_AVAILABLE_FROM_IMPORT,2026-08-22,HIGH,false,false,NOT_CURRENT_INVENTORY,NOT_IN_CURRENT_MAP,REVIEW_REPORT_STATE_VS_CURRENT_PRODUCTION,200,,,
echobuddha.com-Coverage-Drilldown-2026-08-24 (3).xlsx,Crawled - currently not indexed,3,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/four-noble-truths-explained/,46256,NOT_AVAILABLE_FROM_IMPORT,2026-08-22,HIGH,true,true,SEO_P3_LIMITED,true,REVIEW_REPORT_STATE_VS_CURRENT_PRODUCTION,200,,https://echobuddha.com/articles/four-noble-truths-explained/,
echobuddha.com-Coverage-Drilldown-2026-08-24 (4).xlsx,Page with redirect,9,http://www.echobuddha.com/,https://echobuddha.com/,46255,NOT_AVAILABLE_FROM_IMPORT,2026-08-21,HIGH,false,true,SEO_P0_CRITICAL,true,HEALTHY_HISTORICAL_HTTP_TO_HTTPS_VARIANT,301,https://echobuddha.com/,,
