URL,normalized_current_url,current_inventory_match,clicks,impressions,ctr,position,window,window_name,protection_tier,phase_2_value_score
http://echobuddha.com/,https://echobuddha.com/,true,0,5,0,2.8,2026-06-23..2026-08-21,recovery,SEO_P0_CRITICAL,79
https://echobuddha.com/about/,https://echobuddha.com/about/,true,0,20,0,12.6,2026-06-23..2026-08-21,recovery,SEO_P1_HIGH,0
https://echobuddha.com/articles/,https://echobuddha.com/articles/,true,0,17,0,11.764705882352942,2026-06-23..2026-08-21,recovery,SEO_P1_HIGH,50
https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,true,0,4,0,30,2026-06-23..2026-08-21,recovery,SEO_P3_LIMITED,60
https://echobuddha.com/articles/buddhist-approach-to-anger/,https://echobuddha.com/articles/buddhist-approach-to-anger/,true,0,6,0,5.5,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,70
https://echobuddha.com/articles/buddhist-gratitude-practice/,https://echobuddha.com/articles/buddhist-gratitude-practice/,true,0,2,0,4,2026-06-23..2026-08-21,recovery,SEO_P3_LIMITED,69
https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,true,0,1,0,45,2026-06-23..2026-08-21,recovery,SEO_P3_LIMITED,69
https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,true,0,3,0,7.666666666666667,2026-06-23..2026-08-21,recovery,SEO_P3_LIMITED,63
https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,true,0,17,0,10.176470588235293,2026-06-23..2026-08-21,recovery,SEO_P1_HIGH,66
https://echobuddha.com/articles/category/buddhist-wisdom/,https://echobuddha.com/articles/category/buddhist-wisdom/,true,0,7,0,45.42857142857143,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,50
https://echobuddha.com/articles/category/meditation/,https://echobuddha.com/articles/category/meditation/,true,0,1,0,5,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,49
https://echobuddha.com/articles/category/mindfulness/,https://echobuddha.com/articles/category/mindfulness/,true,0,1,0,10,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,49
https://echobuddha.com/articles/category/practice/,https://echobuddha.com/articles/category/practice/,true,0,6,0,4.5,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,50
https://echobuddha.com/articles/compassion-as-a-daily-discipline/,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,true,0,1,0,31,2026-06-23..2026-08-21,recovery,SEO_P3_LIMITED,63
https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,true,0,24,0,45.875,2026-06-23..2026-08-21,recovery,SEO_P1_HIGH,77
https://echobuddha.com/articles/compassion-with-boundaries/,https://echobuddha.com/articles/compassion-with-boundaries/,true,0,15,0,19.533333333333335,2026-06-23..2026-08-21,recovery,SEO_P1_HIGH,68
https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,true,0,1,0,3,2026-06-23..2026-08-21,recovery,SEO_P3_LIMITED,58
https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,true,0,59,0,7.779661016949152,2026-06-23..2026-08-21,recovery,SEO_P1_HIGH,65
https://echobuddha.com/articles/dhammapada-verse-1-meaning/,https://echobuddha.com/articles/dhammapada-verse-1-meaning/,true,0,56,0,6.589285714285714,2026-06-23..2026-08-21,recovery,SEO_P1_HIGH,65
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,true,0,10,0,11.5,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,68
https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/eightfold-path-explained/,true,0,11,0,59.45454545454545,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,64
https://echobuddha.com/articles/equanimity-in-buddhism/,https://echobuddha.com/articles/equanimity-in-buddhism/,true,0,9,0,51.888888888888886,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,70
https://echobuddha.com/articles/first-week-buddhist-practice/,https://echobuddha.com/articles/first-week-buddhist-practice/,true,0,1,0,39,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,70
https://echobuddha.com/articles/five-precepts-in-daily-life/,https://echobuddha.com/articles/five-precepts-in-daily-life/,true,0,107,0,45.89719626168224,2026-06-23..2026-08-21,recovery,SEO_P1_HIGH,73
https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/four-noble-truths-explained-simply/,true,0,6,0,9.5,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,61
https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/articles/four-noble-truths-explained/,true,0,2,0,4.5,2026-06-23..2026-08-21,recovery,SEO_P3_LIMITED,63
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,true,0,13,0,21,2026-06-23..2026-08-21,recovery,SEO_P1_HIGH,71
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,true,0,1,0,4,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,75
https://echobuddha.com/articles/how-to-meditate-for-beginners/,https://echobuddha.com/articles/how-to-meditate-for-beginners/,true,0,2,0,4,2026-06-23..2026-08-21,recovery,SEO_P3_LIMITED,69
https://echobuddha.com/articles/how-to-practice-non-attachment/,https://echobuddha.com/articles/how-to-practice-non-attachment/,true,0,7,0,11.714285714285714,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,59
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,true,0,8,0,24.75,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,64
https://echobuddha.com/articles/impermanence-in-buddhism/,https://echobuddha.com/articles/impermanence-in-buddhism/,true,0,6,0,26.333333333333332,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,63
https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/loving-kindness-meditation-guide/,true,0,3,0,21.666666666666668,2026-06-23..2026-08-21,recovery,SEO_P3_LIMITED,63
https://echobuddha.com/articles/metta-meditation-script/,https://echobuddha.com/articles/metta-meditation-script/,true,0,6,0,64.16666666666666,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,70
https://echobuddha.com/articles/mindful-email-and-texting/,https://echobuddha.com/articles/mindful-email-and-texting/,true,0,5,0,10.2,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,68
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,true,0,3,0,6,2026-06-23..2026-08-21,recovery,SEO_P3_LIMITED,65
https://echobuddha.com/articles/non-attachment-in-relationships/,https://echobuddha.com/articles/non-attachment-in-relationships/,true,0,1,0,41,2026-06-23..2026-08-21,recovery,SEO_P3_LIMITED,67
https://echobuddha.com/articles/right-livelihood-modern-life/,https://echobuddha.com/articles/right-livelihood-modern-life/,true,0,4,0,15.25,2026-06-23..2026-08-21,recovery,SEO_P3_LIMITED,63
https://echobuddha.com/articles/right-speech-examples/,https://echobuddha.com/articles/right-speech-examples/,true,0,3,0,24.333333333333332,2026-06-23..2026-08-21,recovery,SEO_P3_LIMITED,60
https://echobuddha.com/articles/three-ways-to-practice-patience/,https://echobuddha.com/articles/three-ways-to-practice-patience/,true,0,10,0,3,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,65
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,true,0,54,0,26.5,2026-06-23..2026-08-21,recovery,SEO_P1_HIGH,72
https://echobuddha.com/articles/walking-meditation-step-by-step/,https://echobuddha.com/articles/walking-meditation-step-by-step/,true,0,3,0,31.333333333333332,2026-06-23..2026-08-21,recovery,SEO_P3_LIMITED,65
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,true,0,12,0,24.333333333333332,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,61
https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/articles/what-is-karma-in-buddhism/,true,0,9,0,70.11111111111111,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,64
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,true,0,75,0,79.90666666666667,2026-06-23..2026-08-21,recovery,SEO_P1_HIGH,77
https://echobuddha.com/buddhist-sources-and-citations/,https://echobuddha.com/buddhist-sources-and-citations/,true,0,9,0,33.44444444444444,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,0
https://echobuddha.com/contact/,https://echobuddha.com/contact/,true,0,7,0,5.571428571428571,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,0
https://echobuddha.com/corrections/,https://echobuddha.com/corrections/,true,0,1,0,8,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,0
https://echobuddha.com/daily-reflections/anger-as-a-signal/,https://echobuddha.com/daily-reflections/anger-as-a-signal/,true,0,1,0,30,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,0
https://echobuddha.com/daily-reflections/begin-again-without-shame/,https://echobuddha.com/daily-reflections/begin-again-without-shame/,true,0,3,0,28,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,0
https://echobuddha.com/daily-reflections/family-patience/,https://echobuddha.com/daily-reflections/family-patience/,true,0,1,0,6,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,0
https://echobuddha.com/daily-reflections/gratitude-for-change/,https://echobuddha.com/daily-reflections/gratitude-for-change/,true,0,2,0,17.5,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,0
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,true,0,1,0,24,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,0
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,true,0,2,0,37.5,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,0
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,true,0,5,0,43.6,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,0
https://echobuddha.com/daily-reflections/rest-without-escape/,https://echobuddha.com/daily-reflections/rest-without-escape/,true,0,1,0,25,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,0
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,true,0,1,0,33,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,0
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,https://echobuddha.com/daily-reflections/thoughts-are-visitors/,true,0,5,0,4,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,0
https://echobuddha.com/daily-reflections/today/,https://echobuddha.com/daily-reflections/today/,true,0,10,0,16.6,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,0
https://echobuddha.com/daily-reflections/walking-as-practice/,https://echobuddha.com/daily-reflections/walking-as-practice/,true,0,2,0,17.5,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,0
https://echobuddha.com/disclaimer/,https://echobuddha.com/disclaimer/,true,0,3,0,7.333333333333333,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,0
https://echobuddha.com/editorial-policy/,https://echobuddha.com/editorial-policy/,true,0,4,0,11.75,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,0
https://echobuddha.com/how-echo-buddha-creates-content/,https://echobuddha.com/how-echo-buddha-creates-content/,true,0,1,0,48,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,0
https://echobuddha.com/learn/,https://echobuddha.com/learn/,true,0,4,0,18.25,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,54
https://echobuddha.com/learn/buddhism-101/,https://echobuddha.com/learn/buddhism-101/,true,0,1,0,1,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,80
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,true,0,1,0,4,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,72
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,true,0,5,0,11.8,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,72
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,true,0,12,0,44.333333333333336,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,73
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,true,0,5,0,57,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,72
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,true,0,11,0,47.90909090909091,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,79
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,true,0,11,0,60.63636363636363,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,79
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,true,0,10,0,10.4,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,80
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,true,0,17,0,51.8235294117647,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,73
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,true,0,10,0,15,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,79
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,true,0,3,0,6,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,72
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,true,0,1,0,7,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,72
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,true,0,3,0,7.333333333333333,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,72
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,true,0,8,0,56.625,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,73
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,true,0,55,0,6.6909090909090905,2026-06-23..2026-08-21,recovery,SEO_P1_HIGH,74
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,true,0,3,0,44,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,72
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,true,0,2,0,7.5,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,84
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,true,0,1,0,6,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,84
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,true,0,14,0,57.142857142857146,2026-06-23..2026-08-21,recovery,SEO_P1_HIGH,85
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,true,0,1,0,86,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,72
https://echobuddha.com/learn/buddhism-for-beginners/,https://echobuddha.com/learn/buddhism-for-beginners/,true,0,128,0,45.0234375,2026-06-23..2026-08-21,recovery,SEO_P1_HIGH,90
https://echobuddha.com/learn/buddhist-dictionary/,https://echobuddha.com/learn/buddhist-dictionary/,true,0,9,0,80.11111111111111,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,56
https://echobuddha.com/learn/buddhist-dictionary/anatta/,https://echobuddha.com/learn/buddhist-dictionary/anatta/,true,0,5,0,41,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,78
https://echobuddha.com/learn/buddhist-dictionary/anicca/,https://echobuddha.com/learn/buddhist-dictionary/anicca/,true,0,1,0,71,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,72
https://echobuddha.com/learn/buddhist-dictionary/compassion/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,true,0,4,0,76.5,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,72
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,true,0,109,0,55.53211009174312,2026-06-23..2026-08-21,recovery,SEO_P1_HIGH,81
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,https://echobuddha.com/learn/buddhist-dictionary/dukkha/,true,0,7,0,52.857142857142854,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,73
https://echobuddha.com/learn/buddhist-dictionary/karma/,https://echobuddha.com/learn/buddhist-dictionary/karma/,true,0,4,0,8.25,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,72
https://echobuddha.com/learn/buddhist-dictionary/metta/,https://echobuddha.com/learn/buddhist-dictionary/metta/,true,0,10,0,69.6,2026-06-23..2026-08-21,recovery,SEO_P1_HIGH,85
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,true,0,2,0,32,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,72
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,true,0,5,0,57.2,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,79
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,true,0,16,0,56.5625,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,73
https://echobuddha.com/learn/buddhist-dictionary/sangha/,https://echobuddha.com/learn/buddhist-dictionary/sangha/,true,0,7,0,70.57142857142857,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,79
https://echobuddha.com/learn/buddhist-dictionary/sutta/,https://echobuddha.com/learn/buddhist-dictionary/sutta/,true,0,30,0,17.133333333333333,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,74
https://echobuddha.com/learn/buddhist-resources/,https://echobuddha.com/learn/buddhist-resources/,true,0,2,0,85,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,81
https://echobuddha.com/learn/dhammapada-reflections/,https://echobuddha.com/learn/dhammapada-reflections/,true,0,2,0,27,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,88
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,true,0,6,0,4.666666666666666,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,79
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,true,0,1,0,7,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,78
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,true,0,2,0,7,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,78
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,true,0,2,0,5,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,78
https://echobuddha.com/learn/eightfold-path/,https://echobuddha.com/learn/eightfold-path/,true,0,24,0,24.708333333333332,2026-06-23..2026-08-21,recovery,SEO_P1_HIGH,89
https://echobuddha.com/learn/four-noble-truths/,https://echobuddha.com/learn/four-noble-truths/,true,0,9,0,21.22222222222222,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,88
https://echobuddha.com/learn/questions-about-buddhism/,https://echobuddha.com/learn/questions-about-buddhism/,true,0,4,0,41.25,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,75
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,true,0,5,0,21.8,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,83
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,true,0,1,0,7,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,82
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,true,0,48,0,13.375,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,84
https://echobuddha.com/meditation-guide/,https://echobuddha.com/meditation-guide/,true,0,21,0,18.857142857142858,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,83
https://echobuddha.com/meditation-safety/,https://echobuddha.com/meditation-safety/,true,0,1,0,23,2026-06-23..2026-08-21,recovery,SEO_P3_LIMITED,0
https://echobuddha.com/meditation/,https://echobuddha.com/meditation/,true,0,6,0,13,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,56
https://echobuddha.com/meditation/10-minute-meditation-practice/,https://echobuddha.com/meditation/10-minute-meditation-practice/,true,0,1,0,44,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,76
https://echobuddha.com/meditation/5-minute-meditation-practice/,https://echobuddha.com/meditation/5-minute-meditation-practice/,true,0,1,0,25,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,76
https://echobuddha.com/meditation/breathing-meditation/,https://echobuddha.com/meditation/breathing-meditation/,true,0,3,0,6,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,74
https://echobuddha.com/meditation/meditation-for-beginners/,https://echobuddha.com/meditation/meditation-for-beginners/,true,0,2,0,3,2026-06-23..2026-08-21,recovery,SEO_P3_LIMITED,69
https://echobuddha.com/meditation/meditation-posture-for-beginners/,https://echobuddha.com/meditation/meditation-posture-for-beginners/,true,0,1,0,46,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,76
https://echobuddha.com/meditation/mindfulness-in-daily-life/,https://echobuddha.com/meditation/mindfulness-in-daily-life/,true,0,1,0,4,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,70
https://echobuddha.com/meditation/when-meditation-feels-hard/,https://echobuddha.com/meditation/when-meditation-feels-hard/,true,0,1,0,45,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,81
https://echobuddha.com/mindful-living/,https://echobuddha.com/mindful-living/,true,0,11,0,13.090909090909092,2026-06-23..2026-08-21,recovery,SEO_P1_HIGH,50
https://echobuddha.com/privacy-policy/,https://echobuddha.com/privacy-policy/,true,0,4,0,9.5,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,0
https://echobuddha.com/quote-attribution-policy/,https://echobuddha.com/quote-attribution-policy/,true,0,2,0,14.5,2026-06-23..2026-08-21,recovery,SEO_P2_EMERGING,0
https://echobuddha.com/quotes/,https://echobuddha.com/quotes/,true,0,25,0,5.72,2026-06-23..2026-08-21,recovery,SEO_P1_HIGH,51
https://echobuddha.com/quotes/awareness/,https://echobuddha.com/quotes/awareness/,true,0,20,0,29.3,2026-06-23..2026-08-21,recovery,SEO_P1_HIGH,51
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,true,0,1,0,6,2026-06-23..2026-08-21,recovery,SEO_P3_LIMITED,43
