url,family,robots,canonical,indexable,in_sitemap,result
https://echobuddha.com/articles/letting-go-without-giving-up/,Article,,https://echobuddha.com/articles/letting-go-without-giving-up/,yes,yes,pass
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,Article,,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,yes,yes,pass
https://echobuddha.com/articles/loving-kindness-meditation-guide/,Article,,https://echobuddha.com/articles/loving-kindness-meditation-guide/,yes,yes,pass
https://echobuddha.com/articles/metta-meditation-script/,Article,,https://echobuddha.com/articles/metta-meditation-script/,yes,yes,pass
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,Article,,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,yes,yes,pass
https://echobuddha.com/articles/mindfulness-for-better-sleep/,Article,,https://echobuddha.com/articles/mindfulness-for-better-sleep/,yes,yes,pass
https://echobuddha.com/articles/mindfulness-morning-routine/,Article,,https://echobuddha.com/articles/mindfulness-morning-routine/,yes,yes,pass
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,Article,,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,yes,yes,pass
https://echobuddha.com/articles/mindfulness-vs-meditation/,Article,,https://echobuddha.com/articles/mindfulness-vs-meditation/,yes,yes,pass
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,Article,,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,yes,yes,pass
https://echobuddha.com/articles/right-livelihood-modern-life/,Article,,https://echobuddha.com/articles/right-livelihood-modern-life/,yes,yes,pass
https://echobuddha.com/articles/right-speech-buddhism/,Article,,https://echobuddha.com/articles/right-speech-buddhism/,yes,yes,pass
https://echobuddha.com/articles/three-poisons-buddhism-explained/,Article,,https://echobuddha.com/articles/three-poisons-buddhism-explained/,yes,yes,pass
https://echobuddha.com/articles/three-ways-to-practice-patience/,Article,,https://echobuddha.com/articles/three-ways-to-practice-patience/,yes,yes,pass
https://echobuddha.com/articles/walking-meditation-step-by-step/,Article,,https://echobuddha.com/articles/walking-meditation-step-by-step/,yes,yes,pass
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,Article,,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,yes,yes,pass
https://echobuddha.com/articles/what-is-karma-in-buddhism/,Article,,https://echobuddha.com/articles/what-is-karma-in-buddhism/,yes,yes,pass
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,Article,,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,yes,yes,pass
https://echobuddha.com/authors/echo-buddha-editorial/,Trust,,https://echobuddha.com/authors/echo-buddha-editorial/,yes,yes,pass
https://echobuddha.com/contact/,Trust,,https://echobuddha.com/contact/,yes,yes,pass
https://echobuddha.com/daily-reflections/,Daily reflection hub,,https://echobuddha.com/daily-reflections/,yes,yes,pass
https://echobuddha.com/daily-reflections/anger-as-a-signal/,Daily reflection,,https://echobuddha.com/daily-reflections/anger-as-a-signal/,yes,yes,pass
https://echobuddha.com/daily-reflections/begin-again-without-shame/,Daily reflection,,https://echobuddha.com/daily-reflections/begin-again-without-shame/,yes,yes,pass
https://echobuddha.com/daily-reflections/compassion-begins-nearby/,Daily reflection,,https://echobuddha.com/daily-reflections/compassion-begins-nearby/,yes,yes,pass
https://echobuddha.com/daily-reflections/enough-for-this-moment/,Daily reflection,,https://echobuddha.com/daily-reflections/enough-for-this-moment/,yes,yes,pass
https://echobuddha.com/daily-reflections/evening-release/,Daily reflection,,https://echobuddha.com/daily-reflections/evening-release/,yes,yes,pass
https://echobuddha.com/daily-reflections/family-patience/,Daily reflection,,https://echobuddha.com/daily-reflections/family-patience/,yes,yes,pass
https://echobuddha.com/daily-reflections/forgiveness-without-approval/,Daily reflection,,https://echobuddha.com/daily-reflections/forgiveness-without-approval/,yes,yes,pass
https://echobuddha.com/daily-reflections/gratitude-for-change/,Daily reflection,,https://echobuddha.com/daily-reflections/gratitude-for-change/,yes,yes,pass
https://echobuddha.com/daily-reflections/gratitude-notices-enough/,Daily reflection,,https://echobuddha.com/daily-reflections/gratitude-notices-enough/,yes,yes,pass
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,Daily reflection,,https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,yes,yes,pass
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,Daily reflection,,https://echobuddha.com/daily-reflections/kindness-with-boundaries/,yes,yes,pass
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,Daily reflection,,https://echobuddha.com/daily-reflections/let-the-feeling-pass/,yes,yes,pass
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,Daily reflection,,https://echobuddha.com/daily-reflections/letting-go-keeps-care/,yes,yes,pass
https://echobuddha.com/daily-reflections/listen-before-answering/,Daily reflection,,https://echobuddha.com/daily-reflections/listen-before-answering/,yes,yes,pass
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,Daily reflection,,https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,yes,yes,pass
https://echobuddha.com/daily-reflections/mindful-work/,Daily reflection,,https://echobuddha.com/daily-reflections/mindful-work/,yes,yes,pass
https://echobuddha.com/daily-reflections/morning-intention/,Daily reflection,,https://echobuddha.com/daily-reflections/morning-intention/,yes,yes,pass
https://echobuddha.com/daily-reflections/notice-before-fixing/,Daily reflection,,https://echobuddha.com/daily-reflections/notice-before-fixing/,yes,yes,pass
https://echobuddha.com/daily-reflections/one-honest-breath/,Daily reflection,,https://echobuddha.com/daily-reflections/one-honest-breath/,yes,yes,pass
https://echobuddha.com/daily-reflections/one-step-on-the-path/,Daily reflection,,https://echobuddha.com/daily-reflections/one-step-on-the-path/,yes,yes,pass
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,Daily reflection,,https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,yes,yes,pass
https://echobuddha.com/daily-reflections/rest-without-escape/,Daily reflection,,https://echobuddha.com/daily-reflections/rest-without-escape/,yes,yes,pass
https://echobuddha.com/daily-reflections/see-the-conditions/,Daily reflection,,https://echobuddha.com/daily-reflections/see-the-conditions/,yes,yes,pass
https://echobuddha.com/daily-reflections/simple-goodwill/,Daily reflection,,https://echobuddha.com/daily-reflections/simple-goodwill/,yes,yes,pass
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,Daily reflection,,https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,yes,yes,pass
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,Daily reflection,,https://echobuddha.com/daily-reflections/soften-the-inner-argument/,yes,yes,pass
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,Daily reflection,,https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,yes,yes,pass
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,Daily reflection,,https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,yes,yes,pass
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,Daily reflection,,https://echobuddha.com/daily-reflections/thoughts-are-visitors/,yes,yes,pass
https://echobuddha.com/daily-reflections/today/,Daily reflection utility,"noindex, follow",https://echobuddha.com/daily-reflections/today/,no,no,pass
https://echobuddha.com/daily-reflections/walking-as-practice/,Daily reflection,,https://echobuddha.com/daily-reflections/walking-as-practice/,yes,yes,pass
https://echobuddha.com/disclaimer/,Trust,,https://echobuddha.com/disclaimer/,yes,yes,pass
https://echobuddha.com/editorial-policy/,Trust,,https://echobuddha.com/editorial-policy/,yes,yes,pass
https://echobuddha.com/learn/,Learn hub,,https://echobuddha.com/learn/,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/,Learning,,https://echobuddha.com/learn/buddhism-101/,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,Learning,,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,Learning,,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,Learning,,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,Learning,,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,Learning,,https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,Learning,,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,Learning,,https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,Learning,,https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,Learning,,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,Learning,,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,Learning,,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,Learning,,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,Learning,,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,Learning,,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,Learning,,https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,yes,yes,pass
https://echobuddha.com/learn/buddhism-for-beginners/,Learning,,https://echobuddha.com/learn/buddhism-for-beginners/,yes,yes,pass
https://echobuddha.com/learn/buddhist-dictionary/,Learning,,https://echobuddha.com/learn/buddhist-dictionary/,yes,yes,pass
https://echobuddha.com/learn/buddhist-dictionary/anatta/,Learning,,https://echobuddha.com/learn/buddhist-dictionary/anatta/,yes,yes,pass
https://echobuddha.com/learn/buddhist-dictionary/anicca/,Learning,,https://echobuddha.com/learn/buddhist-dictionary/anicca/,yes,yes,pass
https://echobuddha.com/learn/buddhist-dictionary/compassion/,Learning,,https://echobuddha.com/learn/buddhist-dictionary/compassion/,yes,yes,pass
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,Learning,,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,yes,yes,pass
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,Learning,,https://echobuddha.com/learn/buddhist-dictionary/dukkha/,yes,yes,pass
https://echobuddha.com/learn/buddhist-dictionary/karma/,Learning,,https://echobuddha.com/learn/buddhist-dictionary/karma/,yes,yes,pass
https://echobuddha.com/learn/buddhist-dictionary/karuna/,Learning,,https://echobuddha.com/learn/buddhist-dictionary/karuna/,yes,yes,pass
https://echobuddha.com/learn/buddhist-dictionary/metta/,Learning,,https://echobuddha.com/learn/buddhist-dictionary/metta/,yes,yes,pass
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,Learning,,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,yes,yes,pass
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,Learning,,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,yes,yes,pass
https://echobuddha.com/learn/buddhist-dictionary/sangha/,Learning,,https://echobuddha.com/learn/buddhist-dictionary/sangha/,yes,yes,pass
https://echobuddha.com/learn/buddhist-dictionary/sati/,Learning,,https://echobuddha.com/learn/buddhist-dictionary/sati/,yes,yes,pass
https://echobuddha.com/learn/buddhist-resources/,Learning,,https://echobuddha.com/learn/buddhist-resources/,yes,yes,pass
https://echobuddha.com/learn/dhammapada-reflections/,Learning,,https://echobuddha.com/learn/dhammapada-reflections/,yes,yes,pass
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,Learning,,https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,yes,yes,pass
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,Learning,,https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,yes,yes,pass
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,Learning,,https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,yes,yes,pass
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,Learning,,https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,yes,yes,pass
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,Learning,,https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,yes,yes,pass
https://echobuddha.com/learn/eightfold-path/,Learning,,https://echobuddha.com/learn/eightfold-path/,yes,yes,pass
https://echobuddha.com/learn/four-noble-truths/,Learning,,https://echobuddha.com/learn/four-noble-truths/,yes,yes,pass
https://echobuddha.com/learn/questions-about-buddhism/,Learning,,https://echobuddha.com/learn/questions-about-buddhism/,yes,yes,pass
https://echobuddha.com/learn/sutta-for-daily-life/,Learning,,https://echobuddha.com/learn/sutta-for-daily-life/,yes,yes,pass
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,Learning,,https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,yes,yes,pass
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,Learning,,https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,yes,yes,pass
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,Learning,,https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,yes,yes,pass
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,Learning,,https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,yes,yes,pass
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,Learning,,https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,yes,yes,pass
https://echobuddha.com/meditation-guide/,Utility,,https://echobuddha.com/meditation-guide/,yes,yes,pass
https://echobuddha.com/meditation/,Meditation hub,,https://echobuddha.com/meditation/,yes,yes,pass
https://echobuddha.com/meditation/5-minute-meditation-practice/,Meditation,,https://echobuddha.com/meditation/5-minute-meditation-practice/,yes,yes,pass
https://echobuddha.com/meditation/breathing-meditation/,Meditation,,https://echobuddha.com/meditation/breathing-meditation/,yes,yes,pass
https://echobuddha.com/meditation/loving-kindness-meditation/,Meditation,,https://echobuddha.com/meditation/loving-kindness-meditation/,yes,yes,pass
https://echobuddha.com/meditation/meditation-for-beginners/,Meditation,,https://echobuddha.com/meditation/meditation-for-beginners/,yes,yes,pass
https://echobuddha.com/meditation/mindfulness-in-daily-life/,Meditation,,https://echobuddha.com/meditation/mindfulness-in-daily-life/,yes,yes,pass
https://echobuddha.com/meditation/walking-meditation/,Meditation,,https://echobuddha.com/meditation/walking-meditation/,yes,yes,pass
https://echobuddha.com/mindful-living/,Utility,,https://echobuddha.com/mindful-living/,yes,yes,pass
https://echobuddha.com/privacy-policy/,Trust,,https://echobuddha.com/privacy-policy/,yes,yes,pass
https://echobuddha.com/quotes/,Quote story,,https://echobuddha.com/quotes/,yes,yes,pass
https://echobuddha.com/quotes/awareness/,Quote category,,https://echobuddha.com/quotes/awareness/,yes,yes,pass
https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,Quote story,,https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,yes,yes,pass
https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,Quote story,,https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,yes,yes,pass
https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,Quote story,,https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,yes,yes,pass
https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,Quote story,"noindex, follow",https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,no,no,pass
https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,Quote story,"noindex, follow",https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,no,no,pass
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,Quote story,,https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,yes,yes,pass
https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,Quote story,,https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,yes,yes,pass
https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,Quote story,,https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,yes,yes,pass
https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,Quote story,"noindex, follow",https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,no,no,pass
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,Quote story,,https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,yes,yes,pass
https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,Quote story,,https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,yes,yes,pass
https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,Quote story,,https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,yes,yes,pass
https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,Quote story,,https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,yes,yes,pass
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,Quote story,,https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,yes,yes,pass
https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,Quote story,"noindex, follow",https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,no,no,pass
https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,Quote story,"noindex, follow",https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,no,no,pass
https://echobuddha.com/quotes/compassion/,Quote category,,https://echobuddha.com/quotes/compassion/,yes,yes,pass
https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,Quote story,,https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,yes,yes,pass
https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,Quote story,,https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,yes,yes,pass
https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,Quote story,,https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,yes,yes,pass
https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,Quote story,,https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,yes,yes,pass
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,Quote story,,https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,yes,yes,pass
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,Quote story,,https://echobuddha.com/quotes/compassion/gentle-self-compassion/,yes,yes,pass
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,Quote story,,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,yes,yes,pass
https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,Quote story,,https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,yes,yes,pass
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,Quote story,,https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,yes,yes,pass
https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,Quote story,"noindex, follow",https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,no,no,pass
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,Quote story,,https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,yes,yes,pass
https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,Quote story,"noindex, follow",https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,no,no,pass
https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,Quote story,"noindex, follow",https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,no,no,pass
https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,Quote story,"noindex, follow",https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,no,no,pass
https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,Quote story,"noindex, follow",https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,no,no,pass
https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,Quote story,"noindex, follow",https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,no,no,pass
https://echobuddha.com/quotes/impermanence/,Quote category,,https://echobuddha.com/quotes/impermanence/,yes,yes,pass
https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,Quote story,"noindex, follow",https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,no,no,pass
https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,Quote story,,https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,yes,yes,pass
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,Quote story,,https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,yes,yes,pass
https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,Quote story,,https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,yes,yes,pass
https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,Quote story,,https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,yes,yes,pass
https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,Quote story,"noindex, follow",https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,no,no,pass
https://echobuddha.com/quotes/impermanence/meet-change-softly/,Quote story,,https://echobuddha.com/quotes/impermanence/meet-change-softly/,yes,yes,pass
