url,family,title_present,title_duplicate,description_present,description_duplicate,h1_count,canonical_present,og_url_matches_canonical,result
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,Article,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,Article,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/articles/how-to-meditate-for-beginners/,Article,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/articles/how-to-practice-non-attachment/,Article,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,Article,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/articles/impermanence-in-buddhism/,Article,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/articles/letting-go-without-giving-up/,Article,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,Article,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/articles/loving-kindness-meditation-guide/,Article,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/articles/metta-meditation-script/,Article,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,Article,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/articles/mindfulness-for-better-sleep/,Article,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/articles/mindfulness-morning-routine/,Article,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,Article,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/articles/mindfulness-vs-meditation/,Article,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,Article,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/articles/right-livelihood-modern-life/,Article,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/articles/right-speech-buddhism/,Article,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/articles/three-poisons-buddhism-explained/,Article,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/articles/three-ways-to-practice-patience/,Article,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/articles/walking-meditation-step-by-step/,Article,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,Article,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/articles/what-is-karma-in-buddhism/,Article,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,Article,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/authors/echo-buddha-editorial/,Trust,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/contact/,Trust,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/,Daily reflection hub,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/anger-as-a-signal/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/begin-again-without-shame/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/compassion-begins-nearby/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/enough-for-this-moment/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/evening-release/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/family-patience/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/forgiveness-without-approval/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/gratitude-for-change/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/gratitude-notices-enough/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/listen-before-answering/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/mindful-work/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/morning-intention/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/notice-before-fixing/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/one-honest-breath/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/one-step-on-the-path/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/rest-without-escape/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/see-the-conditions/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/simple-goodwill/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/today/,Daily reflection utility,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/daily-reflections/walking-as-practice/,Daily reflection,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/disclaimer/,Trust,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/editorial-policy/,Trust,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/,Learn hub,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhism-for-beginners/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhist-dictionary/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhist-dictionary/anatta/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhist-dictionary/anicca/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhist-dictionary/compassion/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhist-dictionary/karma/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhist-dictionary/karuna/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhist-dictionary/metta/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhist-dictionary/sangha/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhist-dictionary/sati/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/buddhist-resources/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/dhammapada-reflections/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/eightfold-path/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/four-noble-truths/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/questions-about-buddhism/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/sutta-for-daily-life/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,Learning,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/meditation-guide/,Utility,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/meditation/,Meditation hub,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/meditation/5-minute-meditation-practice/,Meditation,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/meditation/breathing-meditation/,Meditation,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/meditation/loving-kindness-meditation/,Meditation,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/meditation/meditation-for-beginners/,Meditation,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/meditation/mindfulness-in-daily-life/,Meditation,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/meditation/walking-meditation/,Meditation,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/mindful-living/,Utility,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/privacy-policy/,Trust,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/awareness/,Quote category,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/compassion/,Quote category,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/impermanence/,Quote category,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/impermanence/meet-change-softly/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/letting-go/,Quote category,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/letting-go/caring-without-clinging/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/letting-go/soften-around-stress/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/letting-go/where-attachment-begins/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/meditation/,Quote category,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/meditation/few-quiet-minutes/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/meditation/meditation-is-returning/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/meditation/one-honest-breath/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/meditation/sit-with-the-day-as-it-is-before-asking/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/mindfulness/,Quote category,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/mindfulness/listen-before-answering/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,Quote story,yes,no,yes,no,1,yes,yes,pass
https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,Quote story,yes,no,yes,no,1,yes,yes,pass
