url,family,internal_links_out,inbound_internal_links,indexable,low_inbound
https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,Quote story,43,4,yes,no
https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,Quote story,43,10,yes,no
https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,Quote story,43,4,yes,no
https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,Quote story,43,34,yes,no
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,Quote story,44,4,yes,no
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,Quote story,44,4,yes,no
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,Quote story,44,4,yes,no
https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,Quote story,43,34,yes,no
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,Quote story,43,36,yes,no
https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,Quote story,43,4,no,no
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,Quote story,44,4,yes,no
https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,Quote story,43,4,no,no
https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,Quote story,43,4,no,no
https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,Quote story,43,4,no,no
https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,Quote story,43,4,no,no
https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,Quote story,43,4,no,no
https://echobuddha.com/quotes/impermanence/,Quote category,81,116,yes,no
https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,Quote story,43,4,no,no
https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,Quote story,43,26,yes,no
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,Quote story,44,4,yes,no
https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,Quote story,43,10,yes,no
https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,Quote story,43,26,yes,no
https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,Quote story,43,4,no,no
https://echobuddha.com/quotes/impermanence/meet-change-softly/,Quote story,44,4,yes,no
https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,Quote story,43,4,no,no
https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,Quote story,43,26,yes,no
https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,Quote story,43,4,yes,no
https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,Quote story,43,4,yes,no
https://echobuddha.com/quotes/impermanence/what-changes-is-not-always-lost-sometimes-it-is/,Quote story,43,4,no,no
https://echobuddha.com/quotes/letting-go/,Quote category,93,174,yes,no
https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,Quote story,43,4,yes,no
https://echobuddha.com/quotes/letting-go/caring-without-clinging/,Quote story,45,4,yes,no
https://echobuddha.com/quotes/letting-go/forgiveness-without-approving-harm/,Quote story,44,4,yes,no
https://echobuddha.com/quotes/letting-go/freedom-often-sounds-like-the-quiet-end-of-an/,Quote story,43,4,no,no
https://echobuddha.com/quotes/letting-go/let-the-feeling-pass-through-without-building-it-a/,Quote story,43,4,no,no
https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,Quote story,43,48,yes,no
https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,Quote story,45,4,yes,no
https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,Quote story,43,5,yes,no
https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,Quote story,43,48,yes,no
https://echobuddha.com/quotes/letting-go/release-the-outcome-but-keep-the-care-you-bring/,Quote story,43,4,no,no
https://echobuddha.com/quotes/letting-go/soften-around-stress/,Quote story,45,4,yes,no
https://echobuddha.com/quotes/letting-go/what-leaves-your-life-may-still-leave-wisdom-behind/,Quote story,43,4,no,no
https://echobuddha.com/quotes/letting-go/where-attachment-begins/,Quote story,44,4,yes,no
https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,Quote story,43,10,yes,no
https://echobuddha.com/quotes/letting-go/you-do-not-betray-a-memory-by-allowing-yourself/,Quote story,43,4,no,no
https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,Quote story,43,50,yes,no
https://echobuddha.com/quotes/meditation/,Quote category,87,163,yes,no
https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,Quote story,43,4,yes,no
https://echobuddha.com/quotes/meditation/do-not-search-meditation-for-a-special-self-notice/,Quote story,43,4,no,no
https://echobuddha.com/quotes/meditation/every-return-from-distraction-strengthens-the-path-home/,Quote story,43,4,no,no
https://echobuddha.com/quotes/meditation/few-quiet-minutes/,Quote story,44,4,yes,no
https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,Quote story,43,4,yes,no
https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,Quote story,43,48,yes,no
https://echobuddha.com/quotes/meditation/meditation-is-returning/,Quote story,45,4,yes,no
https://echobuddha.com/quotes/meditation/one-honest-breath/,Quote story,44,5,yes,no
https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,Quote story,43,50,yes,no
https://echobuddha.com/quotes/meditation/sit-with-the-day-as-it-is-before-asking/,Quote story,43,4,no,no
https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,Quote story,43,48,yes,no
https://echobuddha.com/quotes/meditation/the-bell-fades-but-careful-listening-can-continue/,Quote story,43,4,no,no
https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,Quote story,43,10,yes,no
https://echobuddha.com/quotes/meditation/when-stillness-feels-impossible-begin-by-noticing-the-restlessness/,Quote story,43,4,no,no
https://echobuddha.com/quotes/mindfulness/,Quote category,96,182,yes,no
https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,Quote story,43,50,yes,no
https://echobuddha.com/quotes/mindfulness/a-wandering-mind-is-not-a-failed-mind-it/,Quote story,43,4,no,no
https://echobuddha.com/quotes/mindfulness/awareness-begins-when-hurry-loosens-its-hold/,Quote story,43,4,no,no
https://echobuddha.com/quotes/mindfulness/begin-the-day-with-awareness/,Quote story,44,5,yes,no
https://echobuddha.com/quotes/mindfulness/give-one-ordinary-task-the-dignity-of-your-full/,Quote story,43,4,no,no
https://echobuddha.com/quotes/mindfulness/gratitude-notices-enough/,Quote story,44,4,yes,no
https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,Quote story,44,4,yes,no
https://echobuddha.com/quotes/mindfulness/listen-before-answering/,Quote story,44,4,yes,no
https://echobuddha.com/quotes/mindfulness/listen-to-the-moment-before-filling-it-with-your/,Quote story,43,4,no,no
https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,Quote story,43,10,yes,no
https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,Quote story,43,4,yes,no
https://echobuddha.com/quotes/mindfulness/peace-begins-with-attention/,Quote story,44,4,yes,no
https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,Quote story,43,46,yes,no
https://echobuddha.com/quotes/mindfulness/present-moment-one-step/,Quote story,45,5,yes,no
https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,Quote story,43,46,yes,no
https://echobuddha.com/quotes/mindfulness/the-more-clearly-you-notice-life-the-less-carelessly/,Quote story,43,4,no,no
https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,Quote story,43,4,yes,no
https://echobuddha.com/quotes/patience/,Quote category,84,123,yes,no
https://echobuddha.com/quotes/patience/a-difficult-moment-becomes-heavier-when-we-demand-that/,Quote story,43,4,no,no
https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,Quote story,43,4,yes,no
https://echobuddha.com/quotes/patience/family-kindness-and-patience/,Quote story,44,5,yes,no
https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,Quote story,43,4,yes,no
https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,Quote story,43,28,yes,no
https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,Quote story,43,28,yes,no
https://echobuddha.com/quotes/patience/patience-makes-room-for-truth-to-arrive-without-force/,Quote story,43,4,no,no
https://echobuddha.com/quotes/patience/patience-softens-the-wait/,Quote story,44,4,yes,no
https://echobuddha.com/quotes/patience/some-answers-become-clear-only-after-the-mind-stops/,Quote story,43,4,no,no
https://echobuddha.com/quotes/patience/stay-gentle-with-beginnings-they-are-carrying-more-than/,Quote story,43,4,no,no
https://echobuddha.com/quotes/patience/the-path-unfolds-at-the-pace-of-sincere-practice/,Quote story,43,4,no,no
https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,Quote story,43,10,yes,no
https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,Quote story,43,30,yes,no
https://echobuddha.com/quotes/practice/,Quote category,90,164,yes,no
https://echobuddha.com/quotes/practice/a-peaceful-life-is-built-from-peaceful-moments-practiced/,Quote story,43,4,no,no
https://echobuddha.com/quotes/practice/begin-with-what-is-possible-then-return-tomorrow/,Quote story,43,4,no,no
https://echobuddha.com/quotes/practice/bring-the-teaching-into-the-place-where-you-are/,Quote story,43,4,no,no
https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,Quote story,43,4,no,no
https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,Quote story,43,4,yes,no
https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,Quote story,45,5,yes,no
https://echobuddha.com/quotes/practice/mindfulness-at-work-breath/,Quote story,45,5,yes,no
https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,Quote story,43,40,yes,no
https://echobuddha.com/quotes/practice/right-intention-turns-the-heart/,Quote story,44,7,yes,no
https://echobuddha.com/quotes/practice/small-actions-shape-the-mind/,Quote story,45,7,yes,no
https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,Quote story,43,42,yes,no
https://echobuddha.com/quotes/practice/the-path-is-shaped-by-what-you-repeat-when/,Quote story,43,4,no,no
https://echobuddha.com/quotes/practice/the-smallest-wholesome-action-is-larger-than-the-finest/,Quote story,43,10,yes,no
https://echobuddha.com/quotes/practice/walk-slowly-enough-to-notice-where-your-life-is/,Quote story,43,40,yes,no
https://echobuddha.com/quotes/practice/your-next-response-is-always-part-of-the-path/,Quote story,43,4,yes,no
https://echobuddha.com/quotes/renewal/,Quote category,90,136,yes,no
https://echobuddha.com/quotes/renewal/a-mistake-becomes-a-teacher-when-honesty-enters-the/,Quote story,43,4,no,no
https://echobuddha.com/quotes/renewal/a-new-direction-can-start-with-one-different-choice/,Quote story,43,32,yes,no
https://echobuddha.com/quotes/renewal/begin-again-gently-the-breath-is-always-willing/,Quote story,43,32,yes,no
https://echobuddha.com/quotes/renewal/begin-again-without-shame/,Quote story,45,4,yes,no
https://echobuddha.com/quotes/renewal/begin-again-without-turning-yesterday-into-a-sentence/,Quote story,43,32,yes,no
https://echobuddha.com/quotes/renewal/do-not-confuse-an-old-pattern-with-an-unchangeable/,Quote story,43,4,no,no
https://echobuddha.com/quotes/renewal/each-conscious-breath-is-a-small-vote-for-beginning/,Quote story,43,4,no,no
https://echobuddha.com/quotes/renewal/evening-release-reflection/,Quote story,45,4,yes,no
https://echobuddha.com/quotes/renewal/gentle-hope-keeps-walking/,Quote story,45,4,yes,no
https://echobuddha.com/quotes/renewal/hope-can-be-quiet-and-still-keep-walking/,Quote story,43,5,no,no
https://echobuddha.com/quotes/renewal/morning-is-not-the-only-time-a-life-can/,Quote story,43,4,yes,no
https://echobuddha.com/quotes/renewal/one-calm-morning-intention/,Quote story,44,4,yes,no
https://echobuddha.com/quotes/renewal/repair-what-you-can-forgive-what-you-cannot-redo/,Quote story,43,5,no,no
https://echobuddha.com/quotes/renewal/the-path-welcomes-your-return-more-often-than-pride/,Quote story,43,10,yes,no
https://echobuddha.com/quotes/renewal/you-are-allowed-to-learn-slowly-and-still-be/,Quote story,43,4,yes,no
https://echobuddha.com/quotes/wisdom/,Quote category,102,249,yes,no
https://echobuddha.com/quotes/wisdom/a-clear-mind-can-hold-two-truths-without-rushing/,Quote story,43,74,yes,no
https://echobuddha.com/quotes/wisdom/a-useful-truth-is-carried-with-humility-not-used/,Quote story,43,4,no,no
https://echobuddha.com/quotes/wisdom/contentment-with-what-is-here/,Quote story,44,4,yes,no
https://echobuddha.com/quotes/wisdom/difficult-people-and-boundaries/,Quote story,45,4,yes,no
https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,Quote story,45,5,yes,no
https://echobuddha.com/quotes/wisdom/knowing-when-not-to-speak-is-also-a-form/,Quote story,43,10,yes,no
https://echobuddha.com/quotes/wisdom/learn-from-discomfort-without-turning-suffering-into-an-identity/,Quote story,43,4,no,no
https://echobuddha.com/quotes/wisdom/right-speech-with-kindness/,Quote story,44,5,yes,no
https://echobuddha.com/quotes/wisdom/see-the-conditions-behind-an-action-and-blame-may/,Quote story,43,4,no,no
https://echobuddha.com/quotes/wisdom/simplicity-clears-the-room/,Quote story,44,4,yes,no
https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,Quote story,43,4,yes,no
https://echobuddha.com/quotes/wisdom/the-wise-heart-changes-course-when-clearer-seeing-arrives/,Quote story,43,4,no,no
