URL,before author,after author,before author URL,after author URL,before source status,after source status,dates corrected?,schema corrected?,trust-page relationship,reason
https://echobuddha.com/articles/compassion-with-boundaries/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/dhamma-vs-dharma/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/dhammapada-verse-1-meaning/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/eightfold-path-explained/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/equanimity-in-buddhism/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/first-week-buddhist-practice/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/five-precepts-in-daily-life/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/four-noble-truths-explained-simply/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/four-noble-truths-explained/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/how-to-meditate-for-beginners/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/impermanence-in-buddhism/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/loving-kindness-meditation-guide/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/metta-meditation-script/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/mindful-email-and-texting/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/mindfulness-for-better-sleep/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/mindfulness-morning-routine/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/mindfulness-vs-meditation/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/non-attachment-in-relationships/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/right-livelihood-modern-life/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/right-speech-buddhism/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/right-speech-examples/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/three-poisons-buddhism-explained/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/three-ways-to-practice-patience/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/walking-meditation-step-by-step/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
https://echobuddha.com/articles/what-is-karma-in-buddhism/,Echo Buddha Editorial,Echo Buddha Editorial,/authors/echo-buddha-editorial/,/authors/echo-buddha-editorial/,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_VISIBLE_ON_SOME_TEMPLATES,SOURCE_CONTEXT_PRESENT; INTERNAL_ROLE_LANGUAGE_REMOVED,VISIBLE_LABEL_REVIEWED_TO_UPDATED; DATE_VALUES_UNCHANGED,NO_SCHEMA_CHANGE_REQUIRED,/authors/echo-buddha-editorial/,Align public language and date semantics with truthful governance
