URL,schema type,author,author type,author URL,publisher,datePublished,dateModified,visible match,errors,final status
https://echobuddha.com/articles/dhamma-vs-dharma/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-08-05,2026-08-24,YES,NONE,PASS
https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-07-01,2026-07-01,YES,NONE,PASS
https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-07-01,2026-08-24,YES,NONE,PASS
https://echobuddha.com/articles/dhammapada-verse-1-meaning/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-08-05,2026-08-24,YES,NONE,PASS
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-06-21,2026-07-01,YES,NONE,PASS
https://echobuddha.com/articles/eightfold-path-explained/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-06-26,2026-06-26,YES,NONE,PASS
https://echobuddha.com/articles/equanimity-in-buddhism/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-07-13,2026-07-13,YES,NONE,PASS
https://echobuddha.com/articles/first-week-buddhist-practice/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-08-05,2026-08-06,YES,NONE,PASS
https://echobuddha.com/articles/five-precepts-in-daily-life/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-07-13,2026-07-13,YES,NONE,PASS
https://echobuddha.com/articles/four-noble-truths-explained-simply/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-07-01,2026-07-01,YES,NONE,PASS
https://echobuddha.com/articles/four-noble-truths-explained/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-06-25,2026-06-25,YES,NONE,PASS
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-06-26,2026-08-24,YES,NONE,PASS
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-06-23,2026-07-01,YES,NONE,PASS
https://echobuddha.com/articles/how-to-meditate-for-beginners/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-07-01,2026-07-01,YES,NONE,PASS
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-07-01,2026-07-01,YES,NONE,PASS
https://echobuddha.com/articles/impermanence-in-buddhism/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-06-26,2026-06-26,YES,NONE,PASS
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-06-22,2026-07-01,YES,NONE,PASS
https://echobuddha.com/articles/loving-kindness-meditation-guide/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-07-01,2026-07-01,YES,NONE,PASS
https://echobuddha.com/articles/metta-meditation-script/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-06-25,2026-06-25,YES,NONE,PASS
https://echobuddha.com/articles/mindful-email-and-texting/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-08-05,2026-08-06,YES,NONE,PASS
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-03-24,2026-07-01,YES,NONE,PASS
https://echobuddha.com/articles/mindfulness-for-better-sleep/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-06-16,2026-07-01,YES,NONE,PASS
https://echobuddha.com/articles/mindfulness-morning-routine/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-06-20,2026-07-01,YES,NONE,PASS
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-07-01,2026-07-01,YES,NONE,PASS
https://echobuddha.com/articles/mindfulness-vs-meditation/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-06-25,2026-06-25,YES,NONE,PASS
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-07-01,2026-08-24,YES,NONE,PASS
https://echobuddha.com/articles/non-attachment-in-relationships/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-08-05,2026-08-06,YES,NONE,PASS
https://echobuddha.com/articles/right-livelihood-modern-life/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-07-13,2026-07-13,YES,NONE,PASS
https://echobuddha.com/articles/right-speech-buddhism/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-06-26,2026-08-24,YES,NONE,PASS
https://echobuddha.com/articles/right-speech-examples/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-08-05,2026-08-06,YES,NONE,PASS
https://echobuddha.com/articles/three-poisons-buddhism-explained/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-07-13,2026-07-13,YES,NONE,PASS
https://echobuddha.com/articles/three-ways-to-practice-patience/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-04-12,2026-07-01,YES,NONE,PASS
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-08-05,2026-08-06,YES,NONE,PASS
https://echobuddha.com/articles/walking-meditation-step-by-step/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-06-18,2026-07-01,YES,NONE,PASS
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-07-01,2026-07-01,YES,NONE,PASS
https://echobuddha.com/articles/what-is-karma-in-buddhism/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-06-25,2026-06-25,YES,NONE,PASS
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,BlogPosting | Article | BreadcrumbList | FAQPage,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,2026-07-13,2026-07-13,YES,NONE,PASS
https://echobuddha.com/authors/echo-buddha-editorial/,ProfilePage,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/buddhist-sources-and-citations/,WebPage,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/contact/,ContactPage,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE_OR_MAIN_ENTITY,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/corrections/,WebPage,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/anger-as-a-signal/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/begin-again-without-shame/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/compassion-begins-nearby/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/enough-for-this-moment/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/evening-release/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/family-patience/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/forgiveness-without-approval/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/gratitude-for-change/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/gratitude-notices-enough/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/listen-before-answering/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/mindful-work/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/morning-intention/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/notice-before-fixing/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/one-honest-breath/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/one-step-on-the-path/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/rest-without-escape/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/see-the-conditions/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/simple-goodwill/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/daily-reflections/walking-as-practice/,WebPage | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/disclaimer/,WebPage,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/editorial-policy/,WebPage,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/how-echo-buddha-creates-content/,WebPage,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,Article | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,Article | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,Article | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,Article | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,Article | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,Article | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,Article | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,Article | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,Article | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,Article | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,Article | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,Article | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,Article | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,Article | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,Article | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,Article | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,Article | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,Article | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,Article | BreadcrumbList,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/learn/buddhist-dictionary/anatta/,Article | BreadcrumbList | DefinedTerm,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/learn/buddhist-dictionary/anicca/,Article | BreadcrumbList | DefinedTerm,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/learn/buddhist-dictionary/compassion/,Article | BreadcrumbList | DefinedTerm,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,Article | BreadcrumbList | DefinedTerm,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,Article | BreadcrumbList | DefinedTerm,Echo Buddha Editorial,Organization,https://echobuddha.com/authors/echo-buddha-editorial/,Echo Buddha,NOT_APPLICABLE,NOT_APPLICABLE,YES,NONE,PASS
