URL,Robots directive,Expected,Valid,Crawlable,Reason
https://echobuddha.com/quotes/awareness/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/compassion/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/impermanence/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/impermanence/meet-change-softly/,"index, follow","index, follow",Yes,Yes,Retained in the curated index footprint.
https://echobuddha.com/quotes/impermanence/no-season-is-asked-to-remain-in-order-to/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,"noindex, follow","noindex, follow",Yes,Yes,Excluded from search results while links and content remain crawlable.
