URL,Page family,Evidence,Implementation,HTTP expectation,Canonical,Sitemap,Internal search,Owner retained,Rollback
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,daily reflection,298 words; nearest overlap 73.2%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/daily-reflections/letting-go-keeps-care/,Removed,Retained,https://echobuddha.com/daily-reflections/,Remove Layout noindex and restore daily detail sitemap spread.
https://echobuddha.com/daily-reflections/listen-before-answering/,daily reflection,303 words; nearest overlap 74.9%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/daily-reflections/listen-before-answering/,Removed,Retained,https://echobuddha.com/daily-reflections/,Remove Layout noindex and restore daily detail sitemap spread.
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,daily reflection,304 words; nearest overlap 75.8%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,Removed,Retained,https://echobuddha.com/daily-reflections/,Remove Layout noindex and restore daily detail sitemap spread.
https://echobuddha.com/daily-reflections/mindful-work/,daily reflection,304 words; nearest overlap 77.9%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/daily-reflections/mindful-work/,Removed,Retained,https://echobuddha.com/daily-reflections/,Remove Layout noindex and restore daily detail sitemap spread.
https://echobuddha.com/daily-reflections/morning-intention/,daily reflection,300 words; nearest overlap 75.7%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/daily-reflections/morning-intention/,Removed,Retained,https://echobuddha.com/daily-reflections/,Remove Layout noindex and restore daily detail sitemap spread.
https://echobuddha.com/daily-reflections/notice-before-fixing/,daily reflection,300 words; nearest overlap 73.9%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/daily-reflections/notice-before-fixing/,Removed,Retained,https://echobuddha.com/daily-reflections/,Remove Layout noindex and restore daily detail sitemap spread.
https://echobuddha.com/daily-reflections/one-honest-breath/,daily reflection,314 words; nearest overlap 73.5%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/daily-reflections/one-honest-breath/,Removed,Retained,https://echobuddha.com/daily-reflections/,Remove Layout noindex and restore daily detail sitemap spread.
https://echobuddha.com/daily-reflections/one-step-on-the-path/,daily reflection,314 words; nearest overlap 77.9%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/daily-reflections/one-step-on-the-path/,Removed,Retained,https://echobuddha.com/daily-reflections/,Remove Layout noindex and restore daily detail sitemap spread.
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,daily reflection,333 words; nearest overlap 72.9%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,Removed,Retained,https://echobuddha.com/daily-reflections/,Remove Layout noindex and restore daily detail sitemap spread.
https://echobuddha.com/daily-reflections/rest-without-escape/,daily reflection,311 words; nearest overlap 76.0%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/daily-reflections/rest-without-escape/,Removed,Retained,https://echobuddha.com/daily-reflections/,Remove Layout noindex and restore daily detail sitemap spread.
https://echobuddha.com/daily-reflections/see-the-conditions/,daily reflection,303 words; nearest overlap 73.5%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/daily-reflections/see-the-conditions/,Removed,Retained,https://echobuddha.com/daily-reflections/,Remove Layout noindex and restore daily detail sitemap spread.
https://echobuddha.com/daily-reflections/simple-goodwill/,daily reflection,292 words; nearest overlap 74.1%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/daily-reflections/simple-goodwill/,Removed,Retained,https://echobuddha.com/daily-reflections/,Remove Layout noindex and restore daily detail sitemap spread.
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,daily reflection,306 words; nearest overlap 75.7%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,Removed,Retained,https://echobuddha.com/daily-reflections/,Remove Layout noindex and restore daily detail sitemap spread.
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,daily reflection,303 words; nearest overlap 74.3%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/daily-reflections/soften-the-inner-argument/,Removed,Retained,https://echobuddha.com/daily-reflections/,Remove Layout noindex and restore daily detail sitemap spread.
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,daily reflection,299 words; nearest overlap 75.6%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,Removed,Retained,https://echobuddha.com/daily-reflections/,Remove Layout noindex and restore daily detail sitemap spread.
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,daily reflection,303 words; nearest overlap 73.8%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,Removed,Retained,https://echobuddha.com/daily-reflections/,Remove Layout noindex and restore daily detail sitemap spread.
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,daily reflection,305 words; nearest overlap 72.0%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/daily-reflections/thoughts-are-visitors/,Removed,Retained,https://echobuddha.com/daily-reflections/,Remove Layout noindex and restore daily detail sitemap spread.
https://echobuddha.com/daily-reflections/walking-as-practice/,daily reflection,305 words; nearest overlap 72.1%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/daily-reflections/walking-as-practice/,Removed,Retained,https://echobuddha.com/daily-reflections/,Remove Layout noindex and restore daily detail sitemap spread.
https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,quote story,generated story; 680 words; nearest overlap 86.0%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,quote story,generated story; 706 words; nearest overlap 85.2%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,quote story,generated story; 685 words; nearest overlap 86.5%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,quote story,generated story; 700 words; nearest overlap 87.5%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,quote story,generated story; 657 words; nearest overlap 86.5%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,quote story,generated story; 710 words; nearest overlap 87.5%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,quote story,generated story; 670 words; nearest overlap 83.7%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,quote story,generated story; 687 words; nearest overlap 88.2%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,quote story,generated story; 666 words; nearest overlap 86.1%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,quote story,generated story; 637 words; nearest overlap 85.4%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,quote story,generated story; 633 words; nearest overlap 86.1%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,quote story,generated story; 643 words; nearest overlap 88.2%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,quote story,generated story; 656 words; nearest overlap 84.0%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,quote story,generated story; 620 words; nearest overlap 86.7%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,quote story,generated story; 650 words; nearest overlap 86.7%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,quote story,generated story; 656 words; nearest overlap 85.5%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/impermanence/the-fading-flower-does-not-make-its-blooming-less/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,quote story,generated story; 654 words; nearest overlap 84.6%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/impermanence/the-passing-of-joy-teaches-gratitude-the-passing-of/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,quote story,generated story; 620 words; nearest overlap 83.6%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/impermanence/todays-certainty-may-become-tomorrows-lesson-in-humility/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,quote story,generated story; 655 words; nearest overlap 84.0%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/letting-go/an-open-hand-can-care-for-what-a-clenched/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,quote story,generated story; 640 words; nearest overlap 87.6%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/letting-go/letting-go-begins-by-admitting-how-tightly-you-are/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,quote story,generated story; 669 words; nearest overlap 85.7%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/letting-go/peace-enters-when-control-is-no-longer-the-price/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,quote story,generated story; 638 words; nearest overlap 85.7%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/letting-go/release-the-need-to-replay-what-can-no-longer/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,quote story,generated story; 672 words; nearest overlap 85.4%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/letting-go/you-can-honor-the-past-without-asking-it-to/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,quote story,generated story; 646 words; nearest overlap 87.6%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,quote story,generated story; 669 words; nearest overlap 85.9%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/meditation/a-short-sincere-practice-can-steady-a-long-and/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,quote story,generated story; 638 words; nearest overlap 85.8%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/meditation/follow-the-breath-lightly-as-you-would-listen-to/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,quote story,generated story; 627 words; nearest overlap 85.1%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/meditation/meditation-is-not-leaving-life-it-is-learning-how/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,quote story,generated story; 621 words; nearest overlap 85.9%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/meditation/silence-is-not-empty-when-the-heart-is-listening/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,quote story,generated story; 676 words; nearest overlap 85.3%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/meditation/sit-without-demanding-silence-and-the-mind-will-teach/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,quote story,generated story; 652 words; nearest overlap 85.6%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/meditation/the-cushion-is-a-place-to-practice-returning-not/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,quote story,generated story; 658 words; nearest overlap 85.9%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,quote story,generated story; 630 words; nearest overlap 86.2%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/mindfulness/notice-what-is-here-before-deciding-what-it-means/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,quote story,generated story; 651 words; nearest overlap 86.3%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/mindfulness/one-mindful-pause-can-change-the-direction-of-an/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,quote story,generated story; 650 words; nearest overlap 86.2%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/mindfulness/peace-grows-when-attention-stops-running-ahead-of-the/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,quote story,generated story; 654 words; nearest overlap 85.0%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/mindfulness/return-to-the-breath-before-you-return-to-the/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,quote story,generated story; 676 words; nearest overlap 86.3%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/mindfulness/the-present-moment-asks-for-your-attention-not-your/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,quote story,generated story; 696 words; nearest overlap 87.0%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/patience/be-patient-with-the-part-of-you-that-is/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,quote story,generated story; 665 words; nearest overlap 84.2%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/patience/growth-is-quiet-work-often-invisible-until-the-season/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,quote story,generated story; 663 words; nearest overlap 87.5%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/patience/not-every-delay-is-an-obstacle-some-are-invitations/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,quote story,generated story; 700 words; nearest overlap 87.5%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/patience/patience-is-the-strength-to-remain-present-while-life/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,quote story,generated story; 680 words; nearest overlap 86.4%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/patience/wait-long-enough-for-the-first-reaction-to-become/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,quote story,generated story; 681 words; nearest overlap 87.0%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,quote story,generated story; 641 words; nearest overlap 84.2%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/practice/do-not-wait-to-feel-ready-before-choosing-what/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,quote story,generated story; 656 words; nearest overlap 87.6%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/practice/practice-becomes-real-when-it-enters-your-speech-and/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,quote story,generated story; 655 words; nearest overlap 87.6%; Phase 1 recommendation NOINDEX.,"meta robots noindex, follow",200 and fully accessible,https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,Removed,Retained,https://echobuddha.com/quotes/,Restore the generated-quote indexed quota from 0 to 6 per theme.
