URL,Page family,Variant,Before index state,After index state,Sitemap after,Phase 3 action,Primary owner,Evidence,Rationale
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,daily reflection,,indexable,noindex,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,Built 2026-08-11T02:17:46.273Z; 298 words; 12 content headings; authored route; nearest /daily-reflections/forgiveness-without-approval/ combined overlap 73.2%; external source links 0,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.
https://echobuddha.com/daily-reflections/listen-before-answering/,daily reflection,,indexable,noindex,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,Built 2026-08-11T02:17:46.273Z; 303 words; 12 content headings; authored route; nearest /daily-reflections/speech-can-reduce-suffering/ combined overlap 74.9%; external source links 0,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,daily reflection,,indexable,noindex,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,Built 2026-08-11T02:17:46.273Z; 304 words; 12 content headings; authored route; nearest /daily-reflections/forgiveness-without-approval/ combined overlap 75.8%; external source links 0,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.
https://echobuddha.com/daily-reflections/mindful-work/,daily reflection,,indexable,noindex,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,Built 2026-08-11T02:17:46.273Z; 304 words; 12 content headings; authored route; nearest /daily-reflections/one-step-on-the-path/ combined overlap 77.9%; external source links 0,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.
https://echobuddha.com/daily-reflections/morning-intention/,daily reflection,,indexable,noindex,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,Built 2026-08-11T02:17:46.273Z; 300 words; 12 content headings; authored route; nearest /daily-reflections/one-step-on-the-path/ combined overlap 75.7%; external source links 0,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.
https://echobuddha.com/daily-reflections/notice-before-fixing/,daily reflection,,indexable,noindex,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,Built 2026-08-11T02:17:46.273Z; 300 words; 12 content headings; authored route; nearest /daily-reflections/morning-intention/ combined overlap 73.9%; external source links 0,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.
https://echobuddha.com/daily-reflections/one-honest-breath/,daily reflection,,indexable,noindex,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,Built 2026-08-11T02:17:46.273Z; 314 words; 12 content headings; authored route; nearest /daily-reflections/evening-release/ combined overlap 73.5%; external source links 0,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.
https://echobuddha.com/daily-reflections/one-step-on-the-path/,daily reflection,,indexable,noindex,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,Built 2026-08-11T02:17:46.273Z; 314 words; 12 content headings; authored route; nearest /daily-reflections/mindful-work/ combined overlap 77.9%; external source links 0,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,daily reflection,,indexable,noindex,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,Built 2026-08-11T02:17:46.273Z; 333 words; 12 content headings; authored route; nearest /daily-reflections/speech-can-reduce-suffering/ combined overlap 72.9%; external source links 0,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.
https://echobuddha.com/daily-reflections/rest-without-escape/,daily reflection,,indexable,noindex,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,Built 2026-08-11T02:17:46.273Z; 311 words; 12 content headings; authored route; nearest /daily-reflections/kindness-with-boundaries/ combined overlap 76.0%; external source links 0,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.
https://echobuddha.com/daily-reflections/see-the-conditions/,daily reflection,,indexable,noindex,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,Built 2026-08-11T02:17:46.273Z; 303 words; 12 content headings; authored route; nearest /daily-reflections/soften-the-inner-argument/ combined overlap 73.5%; external source links 0,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.
https://echobuddha.com/daily-reflections/simple-goodwill/,daily reflection,,indexable,noindex,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,Built 2026-08-11T02:17:46.273Z; 292 words; 12 content headings; authored route; nearest /daily-reflections/family-patience/ combined overlap 74.1%; external source links 0,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,daily reflection,,indexable,noindex,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,Built 2026-08-11T02:17:46.273Z; 306 words; 12 content headings; authored route; nearest /daily-reflections/one-step-on-the-path/ combined overlap 75.7%; external source links 0,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,daily reflection,,indexable,noindex,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,Built 2026-08-11T02:17:46.273Z; 303 words; 12 content headings; authored route; nearest /daily-reflections/gratitude-notices-enough/ combined overlap 74.3%; external source links 0,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,daily reflection,,indexable,noindex,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,Built 2026-08-11T02:17:46.273Z; 299 words; 12 content headings; authored route; nearest /daily-reflections/kindness-with-boundaries/ combined overlap 75.6%; external source links 0,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,daily reflection,,indexable,noindex,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,Built 2026-08-11T02:17:46.273Z; 303 words; 12 content headings; authored route; nearest /daily-reflections/gratitude-notices-enough/ combined overlap 73.8%; external source links 0,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,daily reflection,,indexable,noindex,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,Built 2026-08-11T02:17:46.273Z; 305 words; 12 content headings; authored route; nearest /daily-reflections/let-the-feeling-pass/ combined overlap 72.0%; external source links 0,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.
https://echobuddha.com/daily-reflections/today/,daily reflection utility,,noindex,noindex,out of sitemap,KEEP_NOINDEXED,https://echobuddha.com/daily-reflections/,Current noindex page preserved; not part of the indexable scoring population.,Utility/error route has no independent search-result purpose.
https://echobuddha.com/daily-reflections/walking-as-practice/,daily reflection,,indexable,noindex,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,Built 2026-08-11T02:17:46.273Z; 305 words; 12 content headings; authored route; nearest /daily-reflections/compassion-begins-nearby/ combined overlap 72.1%; external source links 0,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.
