URL,Page family,Before index state,After index state,Before sitemap,After sitemap,Phase 3 action,Primary owner,Canonical target,Rationale,Confidence,Human review,Rollback available
https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,article,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/meditation/,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/articles/dhamma-vs-dharma/,article,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,https://echobuddha.com/articles/dhamma-vs-dharma/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,article,indexable,indexable,in sitemap,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/dhammapada-reflections/,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required.",Medium,Yes,Not applicable
https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,article,indexable,indexable,in sitemap,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/dhammapada-reflections/,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required.",Medium,Yes,Not applicable
https://echobuddha.com/articles/dhammapada-verse-1-meaning/,article,indexable,indexable,in sitemap,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/dhammapada-reflections/,https://echobuddha.com/articles/dhammapada-verse-1-meaning/,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required.",Medium,Yes,Not applicable
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,article,indexable,indexable,in sitemap,in sitemap,CONSOLIDATE_AFTER_PHASE_4,https://echobuddha.com/learn/eightfold-path/,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,"Ownership overlap is credible, but content must be integrated and verified before any redirect; deferred to editorial remediation.",Medium,Yes,Not applicable
https://echobuddha.com/articles/eightfold-path-explained/,article,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/eightfold-path/,https://echobuddha.com/articles/eightfold-path-explained/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/articles/equanimity-in-buddhism/,article,indexable,indexable,in sitemap,in sitemap,KEEP_INDEXED,https://echobuddha.com/articles/equanimity-in-buddhism/,https://echobuddha.com/articles/equanimity-in-buddhism/,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.,High,No,Not applicable
https://echobuddha.com/articles/first-week-buddhist-practice/,article,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-for-beginners/,https://echobuddha.com/articles/first-week-buddhist-practice/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/articles/five-precepts-in-daily-life/,article,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,https://echobuddha.com/articles/five-precepts-in-daily-life/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/articles/four-noble-truths-explained-simply/,article,indexable,indexable,in sitemap,in sitemap,CONSOLIDATE_AFTER_PHASE_4,https://echobuddha.com/learn/four-noble-truths/,https://echobuddha.com/articles/four-noble-truths-explained-simply/,"Ownership overlap is credible, but content must be integrated and verified before any redirect; deferred to editorial remediation.",Medium,Yes,Not applicable
https://echobuddha.com/articles/four-noble-truths-explained/,article,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/four-noble-truths/,https://echobuddha.com/articles/four-noble-truths-explained/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,article,indexable,indexable,in sitemap,in sitemap,KEEP_INDEXED,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.,High,No,Not applicable
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,article,indexable,indexable,in sitemap,in sitemap,HUMAN_REVIEW,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required.",Medium,Yes,Not applicable
https://echobuddha.com/articles/how-to-meditate-for-beginners/,article,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/meditation/,https://echobuddha.com/articles/how-to-meditate-for-beginners/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/articles/how-to-practice-non-attachment/,article,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/how-to-practice-non-attachment/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,article,indexable,indexable,in sitemap,in sitemap,CONSOLIDATE_AFTER_PHASE_4,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,"Ownership overlap is credible, but content must be integrated and verified before any redirect; deferred to editorial remediation.",Medium,Yes,Not applicable
https://echobuddha.com/articles/impermanence-in-buddhism/,article,indexable,indexable,in sitemap,in sitemap,CONSOLIDATE_AFTER_PHASE_4,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,https://echobuddha.com/articles/impermanence-in-buddhism/,"Ownership overlap is credible, but content must be integrated and verified before any redirect; deferred to editorial remediation.",Medium,Yes,Not applicable
https://echobuddha.com/articles/letting-go-without-giving-up/,article,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/letting-go-without-giving-up/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,article,indexable,indexable,in sitemap,in sitemap,CONSOLIDATE_AFTER_PHASE_4,https://echobuddha.com/learn/buddhist-dictionary/metta/,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,"Ownership overlap is credible, but content must be integrated and verified before any redirect; deferred to editorial remediation.",Medium,Yes,Not applicable
https://echobuddha.com/articles/loving-kindness-meditation-guide/,article,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhist-dictionary/metta/,https://echobuddha.com/articles/loving-kindness-meditation-guide/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/articles/metta-meditation-script/,article,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhist-dictionary/metta/,https://echobuddha.com/articles/metta-meditation-script/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/articles/mindful-email-and-texting/,article,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/mindful-email-and-texting/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,article,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/articles/mindfulness-for-better-sleep/,article,indexable,indexable,in sitemap,in sitemap,HUMAN_REVIEW,https://echobuddha.com/articles/mindfulness-for-better-sleep/,https://echobuddha.com/articles/mindfulness-for-better-sleep/,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required.",Medium,Yes,Not applicable
https://echobuddha.com/articles/mindfulness-morning-routine/,article,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/articles/mindfulness-morning-routine/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,article,indexable,indexable,in sitemap,in sitemap,KEEP_INDEXED,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.,High,No,Not applicable
https://echobuddha.com/articles/mindfulness-vs-meditation/,article,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/articles/mindfulness-vs-meditation/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,article,indexable,indexable,in sitemap,in sitemap,CONSOLIDATE_AFTER_PHASE_4,https://echobuddha.com/learn/eightfold-path/,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,"Ownership overlap is credible, but content must be integrated and verified before any redirect; deferred to editorial remediation.",Medium,Yes,Not applicable
https://echobuddha.com/articles/non-attachment-in-relationships/,article,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,https://echobuddha.com/articles/non-attachment-in-relationships/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/articles/right-livelihood-modern-life/,article,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,https://echobuddha.com/articles/right-livelihood-modern-life/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/articles/right-speech-buddhism/,article,indexable,indexable,in sitemap,in sitemap,KEEP_INDEXED,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/right-speech-buddhism/,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.,High,No,Not applicable
https://echobuddha.com/articles/right-speech-examples/,article,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/right-speech-examples/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/articles/three-poisons-buddhism-explained/,article,indexable,indexable,in sitemap,in sitemap,KEEP_INDEXED,https://echobuddha.com/articles/three-poisons-buddhism-explained/,https://echobuddha.com/articles/three-poisons-buddhism-explained/,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.,High,No,Not applicable
https://echobuddha.com/articles/three-ways-to-practice-patience/,article,indexable,indexable,in sitemap,in sitemap,KEEP_INDEXED,https://echobuddha.com/articles/three-ways-to-practice-patience/,https://echobuddha.com/articles/three-ways-to-practice-patience/,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.,High,No,Not applicable
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,article,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/articles/walking-meditation-step-by-step/,article,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/meditation/walking-meditation/,https://echobuddha.com/articles/walking-meditation-step-by-step/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,article,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-for-beginners/,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/articles/what-is-karma-in-buddhism/,article,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,https://echobuddha.com/articles/what-is-karma-in-buddhism/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,article,indexable,indexable,in sitemap,in sitemap,KEEP_INDEXED,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.,High,No,Not applicable
https://echobuddha.com/authors/echo-buddha-editorial/,author/trust,indexable,indexable,in sitemap,in sitemap,HUMAN_REVIEW,https://echobuddha.com/about/,https://echobuddha.com/authors/echo-buddha-editorial/,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required.",Medium,Yes,Not applicable
https://echobuddha.com/buddhist-sources-and-citations/,trust/policy,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/about/,https://echobuddha.com/buddhist-sources-and-citations/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/contact/,trust/policy,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/about/,https://echobuddha.com/contact/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/corrections/,trust/policy,indexable,indexable,in sitemap,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/about/,https://echobuddha.com/corrections/,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5.",High,No,Not applicable
https://echobuddha.com/daily-reflections/,hub/utility,indexable,indexable,in sitemap,in sitemap,KEEP_INDEXED,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.,High,No,Not applicable
https://echobuddha.com/daily-reflections/anger-as-a-signal/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/anger-as-a-signal/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/begin-again-without-shame/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/begin-again-without-shame/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/compassion-begins-nearby/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/compassion-begins-nearby/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/enough-for-this-moment/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/enough-for-this-moment/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/evening-release/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/evening-release/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/family-patience/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/family-patience/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/forgiveness-without-approval/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/forgiveness-without-approval/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/gratitude-for-change/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/gratitude-for-change/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/gratitude-notices-enough/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/gratitude-notices-enough/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/kindness-with-boundaries/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/let-the-feeling-pass/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/letting-go-keeps-care/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/listen-before-answering/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/listen-before-answering/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/mindful-work/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/mindful-work/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/morning-intention/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/morning-intention/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/notice-before-fixing/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/notice-before-fixing/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/one-honest-breath/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/one-honest-breath/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/one-step-on-the-path/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/one-step-on-the-path/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
https://echobuddha.com/daily-reflections/rest-without-escape/,daily reflection,indexable,noindex,in sitemap,out of sitemap,NOINDEX,https://echobuddha.com/daily-reflections/,https://echobuddha.com/daily-reflections/rest-without-escape/,Recurring reflection detail is useful to returning users but too brief and structurally repetitive to justify independent Google indexing; the hub remains indexed.,High,No,Yes
